"Journal Data Filtered By:  Selected Categories: Multiple Selected Editions: SCIE;SSCI Selected JCR Year: 2000 Selected Category Schema: WOS Selected Open Access: N Indicator: Custom"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,2000 JIF,Eigenfactor
"MAGNETIC RESONANCE IN MEDICINE","MAGNET RESON MED","0740-3194","N/A","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","3.121","N/A",
"CURRENT PHARMACEUTICAL DESIGN","CURR PHARM DESIGN","1381-6128","1873-4286","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.11","N/A",
"MOLECULAR CARCINOGENESIS","MOL CARCINOGEN","0899-1987","1098-2744","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.104","N/A",
"MOLECULAR CARCINOGENESIS","MOL CARCINOGEN","0899-1987","1098-2744","ONCOLOGY - SCIE","3.104","N/A",
"ACTA CRYSTALLOGRAPHICA SECTION D-BIOLOGICAL CRYSTALLOGRAPHY","ACTA CRYSTALLOGR D","0907-4449","2059-7983","BIOCHEMICAL RESEARCH METHODS - SCIE","3.067","N/A",
"ACTA CRYSTALLOGRAPHICA SECTION D-BIOLOGICAL CRYSTALLOGRAPHY","ACTA CRYSTALLOGR D","0907-4449","2059-7983","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.067","N/A",
"INTERNATIONAL JOURNAL OF RADIATION ONCOLOGY BIOLOGY PHYSICS","INT J RADIAT ONCOL","0360-3016","1879-355X","ONCOLOGY - SCIE","3.058","N/A",
"INTERNATIONAL JOURNAL OF RADIATION ONCOLOGY BIOLOGY PHYSICS","INT J RADIAT ONCOL","0360-3016","1879-355X","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","3.058","N/A",
"BIOCHEMICAL AND BIOPHYSICAL RESEARCH COMMUNICATIONS","BIOCHEM BIOPH RES CO","0006-291X","1090-2104","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.055","N/A",
"JOURNAL OF BIOLOGICAL INORGANIC CHEMISTRY","J BIOL INORG CHEM","0949-8257","1432-1327","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.045","N/A",
"JOURNAL OF BIOLOGICAL INORGANIC CHEMISTRY","J BIOL INORG CHEM","0949-8257","1432-1327","CHEMISTRY, INORGANIC & NUCLEAR - SCIE","3.045","N/A",
"LANGMUIR","LANGMUIR","0743-7463","1520-5827","CHEMISTRY, PHYSICAL - SCIE","3.045","N/A",
"JOURNAL OF THE AMERICAN SOCIETY FOR MASS SPECTROMETRY","J AM SOC MASS SPECTR","1044-0305","1879-1123","CHEMISTRY, ANALYTICAL - SCIE","3.04","N/A",
"JOURNAL OF THE AMERICAN SOCIETY FOR MASS SPECTROMETRY","J AM SOC MASS SPECTR","1044-0305","1879-1123","CHEMISTRY, PHYSICAL - SCIE","3.04","N/A",
"PROCEEDINGS OF THE ROYAL SOCIETY OF LONDON SERIES B-BIOLOGICAL SCIENCES","P ROY SOC LOND B BIO","0962-8452","N/A","BIOLOGY - SCIE","3.037","N/A",
"JOURNAL OF BIOMOLECULAR SCREENING","J BIOMOL SCREEN","1087-0571","1552-454X","BIOCHEMICAL RESEARCH METHODS - SCIE","3.034","N/A",
"JOURNAL OF BIOMOLECULAR SCREENING","J BIOMOL SCREEN","1087-0571","1552-454X","CHEMISTRY, ANALYTICAL - SCIE","3.034","N/A",
"JOURNAL OF CATALYSIS","J CATAL","0021-9517","1090-2694","CHEMISTRY, PHYSICAL - SCIE","3.03","N/A",
"CELL MOTILITY AND THE CYTOSKELETON","CELL MOTIL CYTOSKEL","0886-1544","N/A","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.029","N/A",
"JOURNAL OF IMMUNOTHERAPY","J IMMUNOTHER","1053-8550","1537-4513","ONCOLOGY - SCIE","3.027","N/A",
"APPLIED CATALYSIS B-ENVIRONMENTAL","APPL CATAL B-ENVIRON","0926-3373","1873-3883","CHEMISTRY, PHYSICAL - SCIE","3.026","N/A",
"NEW JOURNAL OF CHEMISTRY","NEW J CHEM","1144-0546","1369-9261","CHEMISTRY, MULTIDISCIPLINARY - SCIE","3.009","N/A",
"JOURNAL OF COMPUTATIONAL CHEMISTRY","J COMPUT CHEM","0192-8651","1096-987X","CHEMISTRY, MULTIDISCIPLINARY - SCIE","2.99","N/A",
"STEM CELLS","STEM CELLS","1066-5099","1549-4918","ONCOLOGY - SCIE","2.989","N/A",
"BIOLOGICAL CHEMISTRY","BIOL CHEM","1431-6730","1437-4315","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.978","N/A",
"ANTISENSE & NUCLEIC ACID DRUG DEVELOPMENT","ANTISENSE NUCLEIC A","1087-2906","N/A","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.976","N/A",
"BIOCHEMICAL PHARMACOLOGY","BIOCHEM PHARMACOL","0006-2952","1873-2968","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.975","N/A",
"BIOCHIMICA ET BIOPHYSICA ACTA-LIPIDS AND LIPID METABOLISM","BBA-LIPID LIPID MET","0005-2760","N/A","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.973","N/A",
"JOURNAL OF MEMBRANE BIOLOGY","J MEMBRANE BIOL","0022-2631","1432-1424","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.973","N/A",
"AMYLOID-INTERNATIONAL JOURNAL OF EXPERIMENTAL AND CLINICAL INVESTIGATION","AMYLOID","1350-6129","1744-2818","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.957","N/A",
"JOURNAL OF CHEMICAL INFORMATION AND COMPUTER SCIENCES","J CHEM INF COMP SCI","0095-2338","N/A","CHEMISTRY, MULTIDISCIPLINARY - SCIE","2.929","N/A",
"INTERNATIONAL JOURNAL OF BIOCHEMISTRY & CELL BIOLOGY","INT J BIOCHEM CELL B","1357-2725","1878-5875","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.91","N/A",
"TRAC-TRENDS IN ANALYTICAL CHEMISTRY","TRAC-TREND ANAL CHEM","0165-9936","1879-3142","CHEMISTRY, ANALYTICAL - SCIE","2.908","N/A",
"JOURNAL OF BIOLOGICAL RHYTHMS","J BIOL RHYTHM","0748-7304","1552-4531","BIOLOGY - SCIE","2.867","N/A",
"PROGRESS IN SOLID STATE CHEMISTRY","PROG SOLID STATE CH","0079-6786","1873-1643","CHEMISTRY, INORGANIC & NUCLEAR - SCIE","2.857","N/A",
"CRITICAL REVIEWS IN ONCOGENESIS","CRIT REV ONCOGENESIS","0893-9675","2162-6448","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.852","N/A",
"CRITICAL REVIEWS IN ONCOGENESIS","CRIT REV ONCOGENESIS","0893-9675","2162-6448","ONCOLOGY - SCIE","2.852","N/A",
"EUROPEAN JOURNAL OF BIOCHEMISTRY","EUR J BIOCHEM","0014-2956","N/A","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.852","N/A",
"STRAHLENTHERAPIE UND ONKOLOGIE","STRAHLENTHER ONKOL","0179-7158","1439-099X","ONCOLOGY - SCIE","2.846","N/A",
"STRAHLENTHERAPIE UND ONKOLOGIE","STRAHLENTHER ONKOL","0179-7158","1439-099X","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","2.846","N/A",
"YEAST","YEAST","0749-503X","1097-0061","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.825","N/A",
"CANCER IMMUNOLOGY IMMUNOTHERAPY","CANCER IMMUNOL IMMUN","0340-7004","1432-0851","ONCOLOGY - SCIE","2.82","N/A",
"ANNALS OF SURGICAL ONCOLOGY","ANN SURG ONCOL","1068-9265","1534-4681","ONCOLOGY - SCIE","2.799","N/A",
"TETRAHEDRON-ASYMMETRY","TETRAHEDRON-ASYMMETR","0957-4166","N/A","CHEMISTRY, INORGANIC & NUCLEAR - SCIE","2.797","N/A",
"TETRAHEDRON-ASYMMETRY","TETRAHEDRON-ASYMMETR","0957-4166","N/A","CHEMISTRY, PHYSICAL - SCIE","2.797","N/A",
"JOURNAL OF CELLULAR BIOCHEMISTRY","J CELL BIOCHEM","0730-2312","1097-4644","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.775","N/A",
"MOLECULAR ECOLOGY","MOL ECOL","0962-1083","1365-294X","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.769","N/A",
"JOURNAL OF PHYSICAL CHEMISTRY A","J PHYS CHEM A","1089-5639","1520-5215","CHEMISTRY, PHYSICAL - SCIE","2.754","N/A",
"RADIATION RESEARCH","RADIAT RES","0033-7587","1938-5404","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","2.752","N/A",
"JOURNAL OF COMPUTER-AIDED MOLECULAR DESIGN","J COMPUT AID MOL DES","0920-654X","1573-4951","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.739","N/A",
"EUROPEAN JOURNAL OF CANCER","EUR J CANCER","0959-8049","1879-0852","ONCOLOGY - SCIE","2.725","N/A",
"BREAST CANCER RESEARCH AND TREATMENT","BREAST CANCER RES TR","0167-6806","1573-7217","ONCOLOGY - SCIE","2.72","N/A",
"JOURNAL OF INFLAMMATION","J INFLAMM","1078-7852","N/A","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.714","N/A",
"INORGANIC CHEMISTRY","INORG CHEM","0020-1669","1520-510X","CHEMISTRY, INORGANIC & NUCLEAR - SCIE","2.712","N/A",
"EXTREMOPHILES","EXTREMOPHILES","1431-0651","1433-4909","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.688","N/A",
"NEUROCHEMISTRY INTERNATIONAL","NEUROCHEM INT","0197-0186","1872-9754","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.662","N/A",
"MOLECULAR AND BIOCHEMICAL PARASITOLOGY","MOL BIOCHEM PARASIT","0166-6851","1872-9428","BIOLOGY - SCIE","2.622","N/A",
"NEUROGENETICS","NEUROGENETICS","1364-6745","1364-6753","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.596","N/A",
"INTERNATIONAL JOURNAL OF RADIATION BIOLOGY","INT J RADIAT BIOL","0955-3002","1362-3095","NUCLEAR SCIENCE & TECHNOLOGY - SCIE","2.586","N/A",
"INTERNATIONAL JOURNAL OF RADIATION BIOLOGY","INT J RADIAT BIOL","0955-3002","1362-3095","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","2.586","N/A",
"ONCOLOGY","ONCOLOGY-BASEL","0030-2414","1423-0232","ONCOLOGY - SCIE","2.584","N/A",
"ARCHIVES OF BIOCHEMISTRY AND BIOPHYSICS","ARCH BIOCHEM BIOPHYS","0003-9861","1096-0384","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.576","N/A",
"INSECT MOLECULAR BIOLOGY","INSECT MOL BIOL","0962-1075","1365-2583","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.574","N/A",
"IEEE TRANSACTIONS ON MEDICAL IMAGING","IEEE T MED IMAGING","0278-0062","1558-254X","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","2.573","N/A",
"BIOCHIMICA ET BIOPHYSICA ACTA-MOLECULAR BASIS OF DISEASE","BBA-MOL BASIS DIS","0925-4439","1879-260X","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.557","N/A",
"CYTOMETRY","CYTOMETRY","0196-4763","N/A","BIOCHEMICAL RESEARCH METHODS - SCIE","2.557","N/A",
"JOURNAL OF CHROMATOGRAPHY A","J CHROMATOGR A","0021-9673","1873-3778","BIOCHEMICAL RESEARCH METHODS - SCIE","2.551","N/A",
"JOURNAL OF CHROMATOGRAPHY A","J CHROMATOGR A","0021-9673","1873-3778","CHEMISTRY, ANALYTICAL - SCIE","2.551","N/A",
"BIOCONJUGATE CHEMISTRY","BIOCONJUGATE CHEM","1043-1802","1520-4812","BIOCHEMICAL RESEARCH METHODS - SCIE","2.55","N/A",
"BIOCONJUGATE CHEMISTRY","BIOCONJUGATE CHEM","1043-1802","1520-4812","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.55","N/A",
"BIOCONJUGATE CHEMISTRY","BIOCONJUGATE CHEM","1043-1802","1520-4812","CHEMISTRY, MULTIDISCIPLINARY - SCIE","2.55","N/A",
"MOLECULAR REPRODUCTION AND DEVELOPMENT","MOL REPROD DEV","1040-452X","1098-2795","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.535","N/A",
"CELLULAR PHYSIOLOGY AND BIOCHEMISTRY","CELL PHYSIOL BIOCHEM","1015-8987","1421-9778","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.519","N/A",
"JOURNAL OF THE CHEMICAL SOCIETY-DALTON TRANSACTIONS","J CHEM SOC DALTON","1472-7773","N/A","CHEMISTRY, INORGANIC & NUCLEAR - SCIE","2.502","N/A",
"ADVANCES IN COLLOID AND INTERFACE SCIENCE","ADV COLLOID INTERFAC","0001-8686","1873-3727","CHEMISTRY, PHYSICAL - SCIE","2.5","N/A",
"CURRENT OPINION IN COLLOID & INTERFACE SCIENCE","CURR OPIN COLLOID IN","1359-0294","1879-0399","CHEMISTRY, PHYSICAL - SCIE","2.5","N/A",
"FREE RADICAL RESEARCH","FREE RADICAL RES","1071-5762","1029-2470","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.493","N/A",
"CYTOKINE","CYTOKINE","1043-4666","1096-0023","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.49","N/A",
"JOURNAL OF MICROCOLUMN SEPARATIONS","J MICROCOLUMN SEP","1040-7685","N/A","CHEMISTRY, ANALYTICAL - SCIE","2.487","N/A",
"CELL ADHESION AND COMMUNICATION","CELL ADHES COMMUN","1061-5385","N/A","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.485","N/A",
"PHARMACEUTICAL RESEARCH","PHARMACEUT RES","0724-8741","N/A","CHEMISTRY, MULTIDISCIPLINARY - SCIE","2.475","N/A",
"RADIOTHERAPY AND ONCOLOGY","RADIOTHER ONCOL","0167-8140","1879-0887","ONCOLOGY - SCIE","2.469","N/A",
"RADIOTHERAPY AND ONCOLOGY","RADIOTHER ONCOL","0167-8140","1879-0887","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","2.469","N/A",
"CANCER CAUSES & CONTROL","CANCER CAUSE CONTROL","0957-5243","1573-7225","ONCOLOGY - SCIE","2.464","N/A",
"MOLECULAR AND GENERAL GENETICS","MOL GEN GENET","0026-8925","N/A","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.462","N/A",
"PROTEIN ENGINEERING","PROTEIN ENG","0269-2139","N/A","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.442","N/A",
"MEDICAL PHYSICS","MED PHYS","0094-2405","2473-4209","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","2.428","N/A",
"SEMINARS IN RADIATION ONCOLOGY","SEMIN RADIAT ONCOL","1053-4296","1532-9461","ONCOLOGY - SCIE","2.427","N/A",
"SEMINARS IN RADIATION ONCOLOGY","SEMIN RADIAT ONCOL","1053-4296","1532-9461","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","2.427","N/A",
"MOLECULAR BREEDING","MOL BREEDING","1380-3743","1572-9788","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.418","N/A",
"MOLECULAR DIVERSITY","MOL DIVERS","1381-1991","1573-501X","CHEMISTRY, APPLIED - SCIE","2.409","N/A",
"MOLECULAR DIVERSITY","MOL DIVERS","1381-1991","1573-501X","CHEMISTRY, MEDICINAL - SCIE","2.409","N/A",
"BIOPOLYMERS","BIOPOLYMERS","0006-3525","1097-0282","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.405","N/A",
"EXPERIMENTAL AND CLINICAL IMMUNOGENETICS","EXP CLIN IMMUNOGENET","0254-9670","N/A","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.4","N/A",
"BONE MARROW TRANSPLANTATION","BONE MARROW TRANSPL","0268-3369","1476-5365","ONCOLOGY - SCIE","2.396","N/A",
"ANTIVIRAL CHEMISTRY & CHEMOTHERAPY","ANTIVIR CHEM CHEMOTH","0956-3202","2040-2066","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.386","N/A",
"JOURNAL OF MATERIALS CHEMISTRY","J MATER CHEM","0959-9428","1364-5501","CHEMISTRY, PHYSICAL - SCIE","2.379","N/A",
"MOLECULAR GENETICS AND METABOLISM","MOL GENET METAB","1096-7192","1096-7206","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.36","N/A",
"COMBINATORIAL CHEMISTRY & HIGH THROUGHPUT SCREENING","COMB CHEM HIGH T SCR","1386-2073","1875-5402","BIOCHEMICAL RESEARCH METHODS - SCIE","2.341","N/A",
"COMBINATORIAL CHEMISTRY & HIGH THROUGHPUT SCREENING","COMB CHEM HIGH T SCR","1386-2073","1875-5402","CHEMISTRY, APPLIED - SCIE","2.341","N/A",
"METHODS IN ENZYMOLOGY","METHOD ENZYMOL","0076-6879","N/A","BIOCHEMICAL RESEARCH METHODS - SCIE","2.34","N/A",
"METHODS IN ENZYMOLOGY","METHOD ENZYMOL","0076-6879","N/A","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.34","N/A",
"CHEMISTRY AND PHYSICS OF LIPIDS","CHEM PHYS LIPIDS","0009-3084","1873-2941","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.328","N/A",
"BIOCHIMIE","BIOCHIMIE","0300-9084","1638-6183","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.324","N/A",
"BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY","BIOL J LINN SOC","0024-4066","1095-8312","BIOLOGY - SCIE","2.316","N/A",
"BIOCHIMICA ET BIOPHYSICA ACTA-BIOMEMBRANES","BBA-BIOMEMBRANES","0005-2736","1879-2642","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.313","N/A",
"JOURNAL OF CARDIOVASCULAR MAGNETIC RESONANCE","J CARDIOV MAGN RESON","1097-6647","N/A","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","2.304","N/A",
"COLD SPRING HARBOR SYMPOSIA ON QUANTITATIVE BIOLOGY","COLD SPRING HARB SYM","0091-7451","N/A","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.301","N/A",
"COLD SPRING HARBOR SYMPOSIA ON QUANTITATIVE BIOLOGY","COLD SPRING HARB SYM","0091-7451","N/A","BIOLOGY - SCIE","2.301","N/A",
"BIOLOGICAL SIGNALS AND RECEPTORS","BIOL SIGNAL RECEPT","1422-4933","N/A","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.278","N/A",
"PHOTOCHEMISTRY AND PHOTOBIOLOGY","PHOTOCHEM PHOTOBIOL","0031-8655","1751-1097","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.278","N/A",
"ADVANCES IN ENZYME REGULATION","ADV ENZYME REGUL","0065-2571","N/A","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.273","N/A",
"THEORETICAL CHEMISTRY ACCOUNTS","THEOR CHEM ACC","1432-881X","1432-2234","CHEMISTRY, PHYSICAL - SCIE","2.263","N/A",
"JOURNAL OF STEROID BIOCHEMISTRY AND MOLECULAR BIOLOGY","J STEROID BIOCHEM","0960-0760","1879-1220","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.245","N/A",
"MOLECULAR IMMUNOLOGY","MOL IMMUNOL","0161-5890","1872-9142","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.244","N/A",
"BIOCHIMICA ET BIOPHYSICA ACTA-GENE STRUCTURE AND EXPRESSION","BBA-GENE STRUCT EXPR","0167-4781","N/A","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.243","N/A",
"NITRIC OXIDE-BIOLOGY AND CHEMISTRY","NITRIC OXIDE-BIOL CH","1089-8603","1089-8611","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.225","N/A",
"EUROPEAN JOURNAL OF INORGANIC CHEMISTRY","EUR J INORG CHEM","1434-1948","1099-0682","CHEMISTRY, INORGANIC & NUCLEAR - SCIE","2.222","N/A",
"HELVETICA CHIMICA ACTA","HELV CHIM ACTA","0018-019X","1522-2675","CHEMISTRY, MULTIDISCIPLINARY - SCIE","2.209","N/A",
"SURFACE SCIENCE","SURF SCI","0039-6028","1879-2758","CHEMISTRY, PHYSICAL - SCIE","2.198","N/A",
"ANALYTICAL COMMUNICATIONS","ANAL COMMUN","1359-7337","N/A","CHEMISTRY, ANALYTICAL - SCIE","2.184","N/A",
"RAPID COMMUNICATIONS IN MASS SPECTROMETRY","RAPID COMMUN MASS SP","0951-4198","1097-0231","CHEMISTRY, ANALYTICAL - SCIE","2.184","N/A",
"JOURNAL OF CONTROLLED RELEASE","J CONTROL RELEASE","0168-3659","1873-4995","CHEMISTRY, MULTIDISCIPLINARY - SCIE","2.151","N/A",
"JOURNAL OF MAGNETIC RESONANCE","J MAGN RESON","1090-7807","1096-0856","BIOCHEMICAL RESEARCH METHODS - SCIE","2.15","N/A",
"NEW PHYTOLOGIST","NEW PHYTOL","0028-646X","1469-8137","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.149","N/A",
"GROWTH FACTORS","GROWTH FACTORS","0897-7194","1029-2292","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.145","N/A",
"SEMINARS IN NUCLEAR MEDICINE","SEMIN NUCL MED","0001-2998","1558-4623","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","2.143","N/A",
"INTERNATIONAL JOURNAL OF ONCOLOGY","INT J ONCOL","1019-6439","1791-2423","ONCOLOGY - SCIE","2.142","N/A",
"JOURNAL OF CHEMICAL NEUROANATOMY","J CHEM NEUROANAT","0891-0618","1873-6300","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.141","N/A",
"MAMMALIAN GENOME","MAMM GENOME","0938-8990","1432-1777","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.137","N/A",
"TRANSGENIC RESEARCH","TRANSGENIC RES","0962-8819","1573-9368","BIOCHEMICAL RESEARCH METHODS - SCIE","2.132","N/A",
"TRANSGENIC RESEARCH","TRANSGENIC RES","0962-8819","1573-9368","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.132","N/A",
"AMERICAN JOURNAL OF NEURORADIOLOGY","AM J NEURORADIOL","0195-6108","1936-959X","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","2.126","N/A",
"JAPANESE JOURNAL OF CANCER RESEARCH","JPN J CANCER RES","0910-5050","N/A","ONCOLOGY - SCIE","2.12","N/A",
"JOURNAL OF MUSCLE RESEARCH AND CELL MOTILITY","J MUSCLE RES CELL M","0142-4319","1573-2657","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.117","N/A",
"JOURNAL OF BIOCHEMISTRY","J BIOCHEM-TOKYO","0021-924X","N/A","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.116","N/A",
"GREEN CHEMISTRY","GREEN CHEM","1463-9262","1463-9270","CHEMISTRY, MULTIDISCIPLINARY - SCIE","2.111","N/A",
"JOURNAL OF PHARMACEUTICAL SCIENCES","J PHARM SCI","0022-3549","N/A","CHEMISTRY, MEDICINAL - SCIE","2.095","N/A",
"JOURNAL OF PHARMACEUTICAL SCIENCES","J PHARM SCI","0022-3549","N/A","CHEMISTRY, MULTIDISCIPLINARY - SCIE","2.095","N/A",
"CELLULAR AND MOLECULAR NEUROBIOLOGY","CELL MOL NEUROBIOL","0272-4340","1573-6830","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.093","N/A",
"CANCER CHEMOTHERAPY AND PHARMACOLOGY","CANCER CHEMOTH PHARM","0344-5704","1432-0843","ONCOLOGY - SCIE","2.081","N/A",
"JOURNAL OF CHEMOMETRICS","J CHEMOMETR","0886-9383","1099-128X","CHEMISTRY, ANALYTICAL - SCIE","2.081","N/A",
"HRC-JOURNAL OF HIGH RESOLUTION CHROMATOGRAPHY","HRC-J HIGH RES CHROM","0935-6304","N/A","CHEMISTRY, ANALYTICAL - SCIE","2.062","N/A",
"MOLECULAR AND CELLULAR BIOCHEMISTRY","MOL CELL BIOCHEM","0300-8177","1573-4919","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.054","N/A",
"BIOIMAGING","BIOIMAGING","0966-9051","N/A","BIOCHEMICAL RESEARCH METHODS - SCIE","2.053","N/A",
"CANCER TREATMENT REVIEWS","CANCER TREAT REV","0305-7372","1532-1967","ONCOLOGY - SCIE","2.053","N/A",
"JOURNAL OF INTERFERON AND CYTOKINE RESEARCH","J INTERF CYTOK RES","1079-9907","1557-7465","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.024","N/A",
"RECEPTORS & CHANNELS","RECEPTOR CHANNEL","1060-6823","N/A","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.019","N/A",
"NUTRITION AND CANCER-AN INTERNATIONAL JOURNAL","NUTR CANCER","0163-5581","1532-7914","ONCOLOGY - SCIE","2.016","N/A",
"PHYSICS IN MEDICINE AND BIOLOGY","PHYS MED BIOL","0031-9155","1361-6560","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","2.013","N/A",
"CURRENT PROBLEMS IN CANCER","CURR PROB CANCER","0147-0272","1535-6345","ONCOLOGY - SCIE","2","N/A",
"JOURNAL OF IMMUNOLOGICAL METHODS","J IMMUNOL METHODS","0022-1759","1872-7905","BIOCHEMICAL RESEARCH METHODS - SCIE","1.995","N/A",
"JOURNAL OF EXPERIMENTAL BIOLOGY","J EXP BIOL","0022-0949","1477-9145","BIOLOGY - SCIE","1.989","N/A",
"HEMATOLOGY-ONCOLOGY CLINICS OF NORTH AMERICA","HEMATOL ONCOL CLIN N","0889-8588","1558-1977","ONCOLOGY - SCIE","1.979","N/A",
"ANALYTICAL BIOCHEMISTRY","ANAL BIOCHEM","0003-2697","1096-0309","BIOCHEMICAL RESEARCH METHODS - SCIE","1.976","N/A",
"ANALYTICAL BIOCHEMISTRY","ANAL BIOCHEM","0003-2697","1096-0309","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.976","N/A",
"ANALYTICAL BIOCHEMISTRY","ANAL BIOCHEM","0003-2697","1096-0309","CHEMISTRY, ANALYTICAL - SCIE","1.976","N/A",
"ELECTROANALYSIS","ELECTROANAL","1040-0397","1521-4109","CHEMISTRY, ANALYTICAL - SCIE","1.972","N/A",
"GYNECOLOGIC ONCOLOGY","GYNECOL ONCOL","0090-8258","1095-6859","ONCOLOGY - SCIE","1.972","N/A",
"XENOBIOTICA","XENOBIOTICA","0049-8254","1366-5928","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.968","N/A",
"ANTI-CANCER DRUG DESIGN","ANTI-CANCER DRUG DES","0266-9536","N/A","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.937","N/A",
"ANTI-CANCER DRUG DESIGN","ANTI-CANCER DRUG DES","0266-9536","N/A","CHEMISTRY, MEDICINAL - SCIE","1.937","N/A",
"ANTI-CANCER DRUG DESIGN","ANTI-CANCER DRUG DES","0266-9536","N/A","ONCOLOGY - SCIE","1.937","N/A",
