"Journal Data Filtered By:  Selected Categories: Multiple Selected Editions: SCIE;SSCI Selected JCR Year: 2011 Selected Category Schema: WOS Selected Open Access: N Indicator: Custom"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,2011 JIF,Eigenfactor
"BIOCONJUGATE CHEMISTRY","BIOCONJUGATE CHEM","1043-1802","1520-4812","BIOCHEMICAL RESEARCH METHODS - SCIE","4.93","0.034",
"BIOCONJUGATE CHEMISTRY","BIOCONJUGATE CHEM","1043-1802","1520-4812","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","4.93","0.034",
"BIOCONJUGATE CHEMISTRY","BIOCONJUGATE CHEM","1043-1802","1520-4812","CHEMISTRY, MULTIDISCIPLINARY - SCIE","4.93","0.034",
"Cancer Prevention Research","CANCER PREV RES","1940-6207","1940-6215","ONCOLOGY - SCIE","4.908","0.01",
"BIOCHEMICAL JOURNAL","BIOCHEM J","0264-6021","1470-8728","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","4.897","0.079",
"Journal of Proteomics","J PROTEOMICS","1874-3919","1876-7737","BIOCHEMICAL RESEARCH METHODS - SCIE","4.878","0.008",
"CURRENT MEDICINAL CHEMISTRY","CURR MED CHEM","0929-8673","1875-533X","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","4.859","0.032",
"CURRENT MEDICINAL CHEMISTRY","CURR MED CHEM","0929-8673","1875-533X","CHEMISTRY, MEDICINAL - SCIE","4.859","0.032",
"BIOCHIMICA ET BIOPHYSICA ACTA-BIOENERGETICS","BBA-BIOENERGETICS","0005-2728","1879-2650","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","4.843","0.025",
"ADDICTION BIOLOGY","ADDICT BIOL","1355-6215","1369-1600","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","4.833","0.006",
"Journal of Physical Chemistry C","J PHYS CHEM C","1932-7447","1932-7455","CHEMISTRY, PHYSICAL - SCIE","4.805","0.285",
"APOPTOSIS","APOPTOSIS","1360-8185","1573-675X","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","4.788","0.017",
"Oncotarget","ONCOTARGET","1949-2553","1949-2553","ONCOLOGY - SCIE","4.784","0.002",
"JOURNAL OF BIOLOGICAL CHEMISTRY","J BIOL CHEM","0021-9258","1083-351X","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","4.773","0.742",
"CANCER","CANCER-AM CANCER SOC","0008-543X","1097-0142","ONCOLOGY - SCIE","4.771","0.113",
"CRYSTAL GROWTH & DESIGN","CRYST GROWTH DES","1528-7483","1528-7505","CHEMISTRY, MULTIDISCIPLINARY - SCIE","4.72","0.053",
"Journal of Chemical Information and Modeling","J CHEM INF MODEL","1549-9596","1549-960X","CHEMISTRY, MULTIDISCIPLINARY - SCIE","4.675","0.017",
"INTERNATIONAL JOURNAL OF BIOCHEMISTRY & CELL BIOLOGY","INT J BIOCHEM CELL B","1357-2725","1878-5875","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","4.634","0.037",
"BIOSCIENCE","BIOSCIENCE","0006-3568","1525-3244","BIOLOGY - SCIE","4.621","0.018",
"INORGANIC CHEMISTRY","INORG CHEM","0020-1669","1520-510X","CHEMISTRY, INORGANIC & NUCLEAR - SCIE","4.601","0.128",
"MOLECULAR INTERVENTIONS","MOL INTERV","1534-0384","N/A","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","4.594","0.003",
"INVESTIGATIVE RADIOLOGY","INVEST RADIOL","0020-9996","1536-0210","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","4.593","0.012",
"JOURNAL OF COMPUTATIONAL CHEMISTRY","J COMPUT CHEM","0192-8651","1096-987X","CHEMISTRY, MULTIDISCIPLINARY - SCIE","4.583","0.035",
"ANALYTICA CHIMICA ACTA","ANAL CHIM ACTA","0003-2670","1873-4324","CHEMISTRY, ANALYTICAL - SCIE","4.555","0.071",
"JOURNAL OF CHROMATOGRAPHY A","J CHROMATOGR A","0021-9673","1873-3778","BIOCHEMICAL RESEARCH METHODS - SCIE","4.531","0.099",
"JOURNAL OF CHROMATOGRAPHY A","J CHROMATOGR A","0021-9673","1873-3778","CHEMISTRY, ANALYTICAL - SCIE","4.531","0.099",
"PROTEOMICS","PROTEOMICS","1615-9853","1615-9861","BIOCHEMICAL RESEARCH METHODS - SCIE","4.505","0.052",
"PROTEOMICS","PROTEOMICS","1615-9853","1615-9861","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","4.505","0.052",
"Chemistry-An Asian Journal","CHEM-ASIAN J","1861-4728","1861-471X","CHEMISTRY, MULTIDISCIPLINARY - SCIE","4.5","0.021",
"Electroanalytical  Chemistry","ELECTROANAL CHEM","0070-9778","N/A","CHEMISTRY, ANALYTICAL - SCIE","4.5","0",
"International Review of Cell and Molecular Biology","INT REV CEL MOL BIO","1937-6448","N/A","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","4.481","0.004",
"BREAST CANCER RESEARCH AND TREATMENT","BREAST CANCER RES TR","0167-6806","1573-7217","ONCOLOGY - SCIE","4.431","0.044",
"MOLECULAR PLANT-MICROBE INTERACTIONS","MOL PLANT MICROBE IN","0894-0282","1943-7706","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","4.431","0.02",
"MEDICAL IMAGE ANALYSIS","MED IMAGE ANAL","1361-8415","1361-8423","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","4.424","0.007",
"CRITICAL REVIEWS IN ONCOLOGY HEMATOLOGY","CRIT REV ONCOL HEMAT","1040-8428","1879-0461","ONCOLOGY - SCIE","4.411","0.012",
"Journal of the National Comprehensive Cancer Network","J NATL COMPR CANC NE","1540-1405","1540-1413","ONCOLOGY - SCIE","4.409","0.01",
"Biochimica et Biophysica Acta-Gene Regulatory Mechanisms","BBA-GENE REGUL MECH","1874-9399","1876-4320","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","4.405","0.011",
"EUROPEAN JOURNAL OF HUMAN GENETICS","EUR J HUM GENET","1018-4813","1476-5438","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","4.4","0.025",
"Soft Matter","SOFT MATTER","1744-683X","1744-6848","CHEMISTRY, PHYSICAL - SCIE","4.39","0.055",
"CHEMICAL RECORD","CHEM REC","1527-8999","1528-0691","CHEMISTRY, MULTIDISCIPLINARY - SCIE","4.377","0.003",
"ENDOCRINE-RELATED CANCER","ENDOCR-RELAT CANCER","1351-0088","1479-6821","ONCOLOGY - SCIE","4.364","0.015",
"Journal of Biophotonics","J BIOPHOTONICS","1864-063X","1864-0648","BIOCHEMICAL RESEARCH METHODS - SCIE","4.343","0.004",
"CURRENT CANCER DRUG TARGETS","CURR CANCER DRUG TAR","1568-0096","1873-5576","ONCOLOGY - SCIE","4.327","0.009",
"Epigenetics","EPIGENETICS-US","1559-2294","1559-2308","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","4.318","0.008",
"SEMINARS IN NUCLEAR MEDICINE","SEMIN NUCL MED","0001-2998","1558-4623","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","4.306","0.004",
"MOLECULAR CANCER RESEARCH","MOL CANCER RES","1541-7786","1557-3125","ONCOLOGY - SCIE","4.288","0.022",
"CANCER LETTERS","CANCER LETT","0304-3835","1872-7980","ONCOLOGY - SCIE","4.238","0.047",
"ANALYST","ANALYST","0003-2654","1364-5528","CHEMISTRY, ANALYTICAL - SCIE","4.23","0.025",
"CELL MOTILITY AND THE CYTOSKELETON","CELL MOTIL CYTOSKEL","0886-1544","N/A","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","4.194","0.008",
"PROGRESS IN SOLID STATE CHEMISTRY","PROG SOLID STATE CH","0079-6786","1873-1643","CHEMISTRY, INORGANIC & NUCLEAR - SCIE","4.188","0.002",
"LANGMUIR","LANGMUIR","0743-7463","1520-5827","CHEMISTRY, MULTIDISCIPLINARY - SCIE","4.186","0.223",
"LANGMUIR","LANGMUIR","0743-7463","1520-5827","CHEMISTRY, PHYSICAL - SCIE","4.186","0.223",
"CURRENT TOPICS IN MEDICINAL CHEMISTRY","CURR TOP MED CHEM","1568-0266","1873-4294","CHEMISTRY, MEDICINAL - SCIE","4.174","0.014",
"ANNALS OF SURGICAL ONCOLOGY","ANN SURG ONCOL","1068-9265","1534-4681","ONCOLOGY - SCIE","4.166","0.047",
"PLANT MOLECULAR BIOLOGY","PLANT MOL BIOL","0167-4412","1573-5028","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","4.15","0.019",
"CANCER EPIDEMIOLOGY BIOMARKERS & PREVENTION","CANCER EPIDEM BIOMAR","1055-9965","1538-7755","ONCOLOGY - SCIE","4.123","0.061",
"Geobiology","GEOBIOLOGY","1472-4677","1472-4669","BIOLOGY - SCIE","4.111","0.005",
"INTERNATIONAL JOURNAL OF RADIATION ONCOLOGY BIOLOGY PHYSICS","INT J RADIAT ONCOL","0360-3016","1879-355X","ONCOLOGY - SCIE","4.105","0.069",
"INTERNATIONAL JOURNAL OF RADIATION ONCOLOGY BIOLOGY PHYSICS","INT J RADIAT ONCOL","0360-3016","1879-355X","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","4.105","0.069",
"CURRENT OPINION IN ONCOLOGY","CURR OPIN ONCOL","1040-8746","1531-703X","ONCOLOGY - SCIE","4.101","0.009",
"PHARMACEUTICAL RESEARCH","PHARM RES-DORDR","0724-8741","1573-904X","CHEMISTRY, MULTIDISCIPLINARY - SCIE","4.093","0.028",
"PLoS One","PLOS ONE","1932-6203","1932-6203","BIOLOGY - SCIE","4.092","0.502",
"JOURNAL OF NEUROCHEMISTRY","J NEUROCHEM","0022-3042","1471-4159","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","4.061","0.081",
"INTERNATIONAL JOURNAL OF HYDROGEN ENERGY","INT J HYDROGEN ENERG","0360-3199","1879-3487","CHEMISTRY, PHYSICAL - SCIE","4.054","0.059",
"SEMINARS IN RADIATION ONCOLOGY","SEMIN RADIAT ONCOL","1053-4296","1532-9461","ONCOLOGY - SCIE","4.031","0.004",
"SEMINARS IN RADIATION ONCOLOGY","SEMIN RADIAT ONCOL","1053-4296","1532-9461","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","4.031","0.004",
"CHRONOBIOLOGY INTERNATIONAL","CHRONOBIOL INT","0742-0528","1525-6073","BIOLOGY - SCIE","4.028","0.006",
"Biology Direct","BIOL DIRECT","1745-6150","1745-6150","BIOLOGY - SCIE","4.017","0.007",
"METHODS","METHODS","1046-2023","1095-9130","BIOCHEMICAL RESEARCH METHODS - SCIE","4.011","0.023",
"METHODS","METHODS","1046-2023","1095-9130","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","4.011","0.023",
"JOURNAL OF THE AMERICAN SOCIETY FOR MASS SPECTROMETRY","J AM SOC MASS SPECTR","1044-0305","1879-1123","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","4.002","0.022",
"JOURNAL OF THE AMERICAN SOCIETY FOR MASS SPECTROMETRY","J AM SOC MASS SPECTR","1044-0305","1879-1123","CHEMISTRY, ANALYTICAL - SCIE","4.002","0.022",
"JOURNAL OF THE AMERICAN SOCIETY FOR MASS SPECTROMETRY","J AM SOC MASS SPECTR","1044-0305","1879-1123","CHEMISTRY, PHYSICAL - SCIE","4.002","0.022",
"JOURNAL OF MOLECULAR BIOLOGY","J MOL BIOL","0022-2836","1089-8638","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","4.001","0.162",
"Innate Immunity","INNATE IMMUN-LONDON","1753-4259","1753-4267","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","4","0.002",
"Molecular Cancer","MOL CANCER","1476-4598","1476-4598","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.993","0.02",
"Molecular Cancer","MOL CANCER","1476-4598","1476-4598","ONCOLOGY - SCIE","3.993","0.02",
"BIOCHIMICA ET BIOPHYSICA ACTA-BIOMEMBRANES","BBA-BIOMEMBRANES","0005-2736","1879-2642","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.99","0.032",
"Journal of Hematology & Oncology","J HEMATOL ONCOL","1756-8722","1756-8722","ONCOLOGY - SCIE","3.99","0.002",
"ORGANOMETALLICS","ORGANOMETALLICS","0276-7333","1520-6041","CHEMISTRY, INORGANIC & NUCLEAR - SCIE","3.963","0.068",
"CHEMBIOCHEM","CHEMBIOCHEM","1439-4227","1439-7633","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.944","0.034",
"CHEMBIOCHEM","CHEMBIOCHEM","1439-4227","1439-7633","CHEMISTRY, MEDICINAL - SCIE","3.944","0.034",
"APPLIED CATALYSIS A-GENERAL","APPL CATAL A-GEN","0926-860X","1873-3875","CHEMISTRY, PHYSICAL - SCIE","3.903","0.045",
"CRITICAL REVIEWS IN ANALYTICAL CHEMISTRY","CRIT REV ANAL CHEM","1040-8347","1547-6510","CHEMISTRY, ANALYTICAL - SCIE","3.902","0.001",
"Metallomics","METALLOMICS","1756-5901","1756-591X","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.902","0.002",
"SENSORS AND ACTUATORS B-CHEMICAL","SENSOR ACTUAT B-CHEM","0925-4005","0925-4005","CHEMISTRY, ANALYTICAL - SCIE","3.898","0.057",
"JOURNAL OF NUTRITIONAL BIOCHEMISTRY","J NUTR BIOCHEM","0955-2863","1873-4847","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.891","0.011",
"GYNECOLOGIC ONCOLOGY","GYNECOL ONCOL","0090-8258","1095-6859","ONCOLOGY - SCIE","3.888","0.038",
"MACROMOLECULAR BIOSCIENCE","MACROMOL BIOSCI","1616-5187","1616-5195","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.886","0.011",
"Marine Drugs","MAR DRUGS","1660-3397","1660-3397","CHEMISTRY, MEDICINAL - SCIE","3.854","0.004",
"CHROMOSOMA","CHROMOSOMA","0009-5915","1432-0886","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.847","0.009",
"MOLECULAR IMAGING AND BIOLOGY","MOL IMAGING BIOL","1536-1632","1860-2002","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","3.844","0.005",
"CRYSTENGCOMM","CRYSTENGCOMM","1466-8033","1466-8033","CHEMISTRY, MULTIDISCIPLINARY - SCIE","3.842","0.022",
"DALTON TRANSACTIONS","DALTON T","1477-9226","1477-9234","CHEMISTRY, INORGANIC & NUCLEAR - SCIE","3.838","0.078",
"ONCOLOGIST","ONCOLOGIST","1083-7159","1549-490X","ONCOLOGY - SCIE","3.812","0.023",
"TALANTA","TALANTA","0039-9140","1873-3573","CHEMISTRY, ANALYTICAL - SCIE","3.794","0.055",
"FEBS Journal","FEBS J","1742-464X","1742-4658","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.79","0.055",
"CHEMICAL RESEARCH IN TOXICOLOGY","CHEM RES TOXICOL","0893-228X","1520-5010","CHEMISTRY, MEDICINAL - SCIE","3.779","0.021",
"CHEMICAL RESEARCH IN TOXICOLOGY","CHEM RES TOXICOL","0893-228X","1520-5010","CHEMISTRY, MULTIDISCIPLINARY - SCIE","3.779","0.021",
"ANALYTICAL AND BIOANALYTICAL CHEMISTRY","ANAL BIOANAL CHEM","1618-2642","1618-2650","BIOCHEMICAL RESEARCH METHODS - SCIE","3.778","0.063",
"ANALYTICAL AND BIOANALYTICAL CHEMISTRY","ANAL BIOANAL CHEM","1618-2642","1618-2650","CHEMISTRY, ANALYTICAL - SCIE","3.778","0.063",
"Biology Letters","BIOL LETTERS","1744-9561","1744-957X","BIOLOGY - SCIE","3.762","0.03",
"BIOELECTROCHEMISTRY","BIOELECTROCHEMISTRY","1567-5394","1878-562X","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.759","0.006",
"BIOELECTROCHEMISTRY","BIOELECTROCHEMISTRY","1567-5394","1878-562X","BIOLOGY - SCIE","3.759","0.006",
"MOLECULAR MEDICINE","MOL MED","1076-1551","1528-3658","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.757","0.008",
"BONE MARROW TRANSPLANTATION","BONE MARROW TRANSPL","0268-3369","1476-5365","ONCOLOGY - SCIE","3.746","0.022",
"CELL BIOCHEMISTRY AND BIOPHYSICS","CELL BIOCHEM BIOPHYS","1085-9195","1559-0283","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.743","0.006",
"CYTOMETRY PART A","CYTOM PART A","1552-4922","1552-4930","BIOCHEMICAL RESEARCH METHODS - SCIE","3.729","0.011",
"JOURNAL OF CARDIOVASCULAR MAGNETIC RESONANCE","J CARDIOVASC MAGN R","1097-6647","1532-429X","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","3.717","0.006",
"Essays in Biochemistry","ESSAYS BIOCHEM","0071-1365","1744-1358","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.714","0.002",
"BIOCHEMICAL SOCIETY TRANSACTIONS","BIOCHEM SOC T","0300-5127","1470-8752","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.711","0.043",
"GENE THERAPY","GENE THER","0969-7128","1476-5462","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.71","0.02",
"CANCER IMMUNOLOGY IMMUNOTHERAPY","CANCER IMMUNOL IMMUN","0340-7004","1432-0851","ONCOLOGY - SCIE","3.701","0.017",
"JOURNAL OF PHYSICAL CHEMISTRY B","J PHYS CHEM B","1520-6106","1520-5207","CHEMISTRY, PHYSICAL - SCIE","3.696","0.247",
"Expert Review of Proteomics","EXPERT REV PROTEOMIC","1478-9450","1744-8387","BIOCHEMICAL RESEARCH METHODS - SCIE","3.685","0.004",
"ACS Chemical Neuroscience","ACS CHEM NEUROSCI","1948-7193","1948-7193","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.676","0.002",
"ACS Chemical Neuroscience","ACS CHEM NEUROSCI","1948-7193","1948-7193","CHEMISTRY, MEDICINAL - SCIE","3.676","0.002",
"CLINICAL NUCLEAR MEDICINE","CLIN NUCL MED","0363-9762","1536-0229","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","3.674","0.004",
"Advances in Catalysis","ADV CATAL","0360-0564","2163-0747","CHEMISTRY, PHYSICAL - SCIE","3.667","0.001",
"Journal of Thoracic Oncology","J THORAC ONCOL","1556-0864","1556-1380","ONCOLOGY - SCIE","3.661","0.026",
"FOOD CHEMISTRY","FOOD CHEM","0308-8146","1873-7072","CHEMISTRY, APPLIED - SCIE","3.655","0.08",
"IEEE TRANSACTIONS ON MEDICAL IMAGING","IEEE T MED IMAGING","0278-0062","1558-254X","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","3.643","0.019",
"BIOCHIMICA ET BIOPHYSICA ACTA-PROTEINS AND PROTEOMICS","BBA-PROTEINS PROTEOM","1570-9639","1878-1454","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.635","0.02",
"CARBOHYDRATE POLYMERS","CARBOHYD POLYM","0144-8617","1879-1344","CHEMISTRY, APPLIED - SCIE","3.628","0.028",
"Targeted Oncology","TARGET ONCOL","1776-2596","1776-260X","ONCOLOGY - SCIE","3.614","0.001",
"JOURNAL OF BIOMOLECULAR NMR","J BIOMOL NMR","0925-2738","1573-5001","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.612","0.01",
"MOLECULAR PHYLOGENETICS AND EVOLUTION","MOL PHYLOGENET EVOL","1055-7903","1095-9513","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.609","0.042",
"EXPERIMENTAL CELL RESEARCH","EXP CELL RES","0014-4827","1090-2422","ONCOLOGY - SCIE","3.58","0.042",
"GLYCOBIOLOGY","GLYCOBIOLOGY","0959-6658","1460-2423","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.58","0.016",
"PHYSICAL CHEMISTRY CHEMICAL PHYSICS","PHYS CHEM CHEM PHYS","1463-9076","1463-9084","CHEMISTRY, PHYSICAL - SCIE","3.573","0.112",
"EXPERT OPINION ON THERAPEUTIC PATENTS","EXPERT OPIN THER PAT","1354-3776","1744-7674","CHEMISTRY, MEDICINAL - SCIE","3.571","0.005",
"ULTRASONICS SONOCHEMISTRY","ULTRASON SONOCHEM","1350-4177","1873-2828","CHEMISTRY, MULTIDISCIPLINARY - SCIE","3.567","0.009",
"STRAHLENTHERAPIE UND ONKOLOGIE","STRAHLENTHER ONKOL","0179-7158","1439-099X","ONCOLOGY - SCIE","3.561","0.004",
"STRAHLENTHERAPIE UND ONKOLOGIE","STRAHLENTHER ONKOL","0179-7158","1439-099X","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","3.561","0.004",
"NITRIC OXIDE-BIOLOGY AND CHEMISTRY","NITRIC OXIDE-BIOL CH","1089-8603","1089-8611","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.548","0.006",
"FEBS LETTERS","FEBS LETT","0014-5793","1873-3468","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.538","0.095",
"Molecular BioSystems","MOL BIOSYST","1742-206X","1742-2051","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.534","0.018",
"CLINICAL & EXPERIMENTAL METASTASIS","CLIN EXP METASTAS","0262-0898","1573-7276","ONCOLOGY - SCIE","3.524","0.008",
"Frontiers in Bioscience-Landmark","FRONT BIOSCI-LANDMRK","1093-9946","2768-6698","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.52","0.036",
"GOLD BULLETIN","GOLD BULL","0017-1557","2190-7579","CHEMISTRY, INORGANIC & NUCLEAR - SCIE","3.517","0.003",
"GOLD BULLETIN","GOLD BULL","0017-1557","2190-7579","CHEMISTRY, PHYSICAL - SCIE","3.517","0.003",
"IUBMB LIFE","IUBMB LIFE","1521-6543","1521-6551","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.514","0.011",
"SEMINARS IN ONCOLOGY","SEMIN ONCOL","0093-7754","1532-8708","ONCOLOGY - SCIE","3.5","0.01",
"Structure and Bonding","STRUCT BOND","0081-5993","1616-8550","CHEMISTRY, INORGANIC & NUCLEAR - SCIE","3.475","0.003",
"Structure and Bonding","STRUCT BOND","0081-5993","1616-8550","CHEMISTRY, PHYSICAL - SCIE","3.475","0.003",
"FOOD HYDROCOLLOIDS","FOOD HYDROCOLLOID","0268-005X","1873-7137","CHEMISTRY, APPLIED - SCIE","3.473","0.012",
"COLLOIDS AND SURFACES B-BIOINTERFACES","COLLOID SURFACE B","0927-7765","1873-4367","CHEMISTRY, PHYSICAL - SCIE","3.456","0.021",
"BIODRUGS","BIODRUGS","1173-8804","1179-190X","ONCOLOGY - SCIE","3.443","0.003",
"LUNG CANCER","LUNG CANCER","0169-5002","1872-8332","ONCOLOGY - SCIE","3.434","0.02",
"BIOCHEMISTRY","BIOCHEMISTRY-US","0006-2960","1520-4995","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.422","0.162",
"Journal of Cheminformatics","J CHEMINFORMATICS","1758-2946","1758-2946","CHEMISTRY, MULTIDISCIPLINARY - SCIE","3.419","0",
"CHEMPHYSCHEM","CHEMPHYSCHEM","1439-4235","1439-7641","CHEMISTRY, PHYSICAL - SCIE","3.412","0.041",
"JOURNAL OF COMBINATORIAL CHEMISTRY","J COMB CHEM","1520-4766","N/A","CHEMISTRY, APPLIED - SCIE","3.408","0.008",
"JOURNAL OF COMBINATORIAL CHEMISTRY","J COMB CHEM","1520-4766","N/A","CHEMISTRY, MEDICINAL - SCIE","3.408","0.008",
"JOURNAL OF COMBINATORIAL CHEMISTRY","J COMB CHEM","1520-4766","N/A","CHEMISTRY, MULTIDISCIPLINARY - SCIE","3.408","0.008",
"CATALYSIS TODAY","CATAL TODAY","0920-5861","1873-4308","CHEMISTRY, APPLIED - SCIE","3.407","0.041",
"CATALYSIS TODAY","CATAL TODAY","0920-5861","1873-4308","CHEMISTRY, PHYSICAL - SCIE","3.407","0.041",
"JOURNAL OF STRUCTURAL BIOLOGY","J STRUCT BIOL","1047-8477","1095-8657","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.406","0.026",
"Translational Oncology","TRANSL ONCOL","1936-5233","1936-5233","ONCOLOGY - SCIE","3.393","0.002",
"PROTEINS-STRUCTURE FUNCTION AND BIOINFORMATICS","PROTEINS","0887-3585","1097-0134","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.392","0.047",
"JOURNAL OF COMPUTER-AIDED MOLECULAR DESIGN","J COMPUT AID MOL DES","0920-654X","1573-4951","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.386","0.005",
"PROSTAGLANDINS LEUKOTRIENES AND ESSENTIAL FATTY ACIDS","PROSTAG LEUKOTR ESS","0952-3278","1532-2823","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.367","0.007",
"INVESTIGATIONAL NEW DRUGS","INVEST NEW DRUG","0167-6997","1573-0646","ONCOLOGY - SCIE","3.357","0.005",
"ACS Medicinal Chemistry Letters","ACS MED CHEM LETT","1948-5875","N/A","CHEMISTRY, MEDICINAL - SCIE","3.355","0.002",
"JOURNAL OF INORGANIC BIOCHEMISTRY","J INORG BIOCHEM","0162-0134","1873-3344","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.354","0.016",
"JOURNAL OF INORGANIC BIOCHEMISTRY","J INORG BIOCHEM","0162-0134","1873-3344","CHEMISTRY, INORGANIC & NUCLEAR - SCIE","3.354","0.016",
"EUROPEAN JOURNAL OF MEDICINAL CHEMISTRY","EUR J MED CHEM","0223-5234","1768-3254","CHEMISTRY, MEDICINAL - SCIE","3.346","0.027",
"PSYCHO-ONCOLOGY","PSYCHO-ONCOLOGY","1057-9249","1099-1611","ONCOLOGY - SCIE","3.339","0.014",
"CANCER CYTOPATHOLOGY","CANCER CYTOPATHOL","1934-662X","1934-6638","ONCOLOGY - SCIE","3.333","0.004",
"ACTA ONCOLOGICA","ACTA ONCOL","0284-186X","1651-226X","ONCOLOGY - SCIE","3.33","0.013",
"Contrast Media & Molecular Imaging","CONTRAST MEDIA MOL I","1555-4309","1555-4317","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","3.328","0.002",
"CANCER SCIENCE","CANCER SCI","1347-9032","1349-7006","ONCOLOGY - SCIE","3.325","0.033",
"JOURNAL OF MOLECULAR RECOGNITION","J MOL RECOGNIT","0952-3499","1099-1352","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.31","0.005",
"GENES CHROMOSOMES & CANCER","GENE CHROMOSOME CANC","1045-2257","1098-2264","ONCOLOGY - SCIE","3.306","0.014",
"ELECTROPHORESIS","ELECTROPHORESIS","0173-0835","1522-2683","BIOCHEMICAL RESEARCH METHODS - SCIE","3.303","0.03",
"ELECTROPHORESIS","ELECTROPHORESIS","0173-0835","1522-2683","CHEMISTRY, ANALYTICAL - SCIE","3.303","0.03",
"MATRIX BIOLOGY","MATRIX BIOL","0945-053X","1569-1802","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.299","0.007",
"JOURNAL OF BIOLOGICAL INORGANIC CHEMISTRY","J BIOL INORG CHEM","0949-8257","1432-1327","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.289","0.01",
