"Journal Data Filtered By:  Selected Categories: Multiple Selected Editions: SCIE;SSCI Selected JCR Year: 2017 Selected Category Schema: WOS Selected Open Access: N Indicator: Custom"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,2017 JIF,Eigenfactor
"INTERNATIONAL JOURNAL OF RADIATION ONCOLOGY BIOLOGY PHYSICS","INT J RADIAT ONCOL","0360-3016","1879-355X","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","5.554","0.055",
"Topics in Current Chemistry","TOPICS CURR CHEM","2365-0869","2364-8961","CHEMISTRY, MULTIDISCIPLINARY - SCIE","5.537","0.012",
"OncoImmunology","ONCOIMMUNOLOGY","2162-402X","2162-402X","ONCOLOGY - SCIE","5.503","0.021",
"Journal of CO2 Utilization","J CO2 UTIL","2212-9820","2212-9839","CHEMISTRY, MULTIDISCIPLINARY - SCIE","5.503","0.003",
"BIOINFORMATICS","BIOINFORMATICS","1367-4803","1367-4811","BIOCHEMICAL RESEARCH METHODS - SCIE","5.481","0.201",
"JOURNAL OF CARDIOVASCULAR MAGNETIC RESONANCE","J CARDIOVASC MAGN R","1097-6647","1532-429X","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","5.457","0.014",
"NEUROIMAGE","NEUROIMAGE","1053-8119","1095-9572","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","5.426","0.152",
"Journal of Chemical Theory and Computation","J CHEM THEORY COMPUT","1549-9618","1549-9626","CHEMISTRY, PHYSICAL - SCIE","5.399","0.068",
"MOLECULAR CANCER THERAPEUTICS","MOL CANCER THER","1535-7163","1538-8514","ONCOLOGY - SCIE","5.365","0.032",
"Catalysis Science & Technology","CATAL SCI TECHNOL","2044-4753","2044-4761","CHEMISTRY, PHYSICAL - SCIE","5.365","0.038",
"MEDICAL IMAGE ANALYSIS","MED IMAGE ANAL","1361-8415","1361-8423","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","5.356","0.012",
"ENDOCRINE-RELATED CANCER","ENDOCR-RELAT CANCER","1351-0088","1479-6821","ONCOLOGY - SCIE","5.331","0.012",
"Cancers","CANCERS","2072-6694","2072-6694","ONCOLOGY - SCIE","5.326","0.009",
"ACS Synthetic Biology","ACS SYNTH BIOL","2161-5063","N/A","BIOCHEMICAL RESEARCH METHODS - SCIE","5.316","0.014",
"ONCOLOGIST","ONCOLOGIST","1083-7159","1549-490X","ONCOLOGY - SCIE","5.306","0.02",
"PURE AND APPLIED CHEMISTRY","PURE APPL CHEM","0033-4545","1365-3075","CHEMISTRY, MULTIDISCIPLINARY - SCIE","5.294","0.008",
"CRITICAL REVIEWS IN BIOCHEMISTRY AND MOLECULAR BIOLOGY","CRIT REV BIOCHEM MOL","1040-9238","1549-7798","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","5.279","0.007",
"Molecular Oncology","MOL ONCOL","1878-0261","1878-0261","ONCOLOGY - SCIE","5.264","0.013",
"Journal of Biological Engineering","J BIOL ENG","1754-1611","1754-1611","BIOCHEMICAL RESEARCH METHODS - SCIE","5.256","0.002",
"MOLECULAR & CELLULAR PROTEOMICS","MOL CELL PROTEOMICS","1535-9476","1535-9484","BIOCHEMICAL RESEARCH METHODS - SCIE","5.236","0.047",
"RNA Biology","RNA BIOL","1547-6286","1555-8584","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","5.216","0.019",
"Biochimica et Biophysica Acta-Gene Regulatory Mechanisms","BBA-GENE REGUL MECH","1874-9399","1876-4320","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","5.179","0.019",
"CHEMISTRY-A EUROPEAN JOURNAL","CHEM-EUR J","0947-6539","1521-3765","CHEMISTRY, MULTIDISCIPLINARY - SCIE","5.16","0.183",
"CARBOHYDRATE POLYMERS","CARBOHYD POLYM","0144-8617","1879-1344","CHEMISTRY, APPLIED - SCIE","5.158","0.064",
"ADVANCED SYNTHESIS & CATALYSIS","ADV SYNTH CATAL","1615-4150","1615-4169","CHEMISTRY, APPLIED - SCIE","5.123","0.035",
"ANALYTICA CHIMICA ACTA","ANAL CHIM ACTA","0003-2670","1873-4324","CHEMISTRY, ANALYTICAL - SCIE","5.123","0.046",
"BIOCHIMICA ET BIOPHYSICA ACTA-MOLECULAR BASIS OF DISEASE","BBA-MOL BASIS DIS","0925-4439","1879-260X","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","5.108","0.028",
"Inorganic Chemistry Frontiers","INORG CHEM FRONT","2052-1553","2052-1553","CHEMISTRY, INORGANIC & NUCLEAR - SCIE","5.106","0.005",
"JOURNAL OF COLLOID AND INTERFACE SCIENCE","J COLLOID INTERF SCI","0021-9797","1095-7103","CHEMISTRY, PHYSICAL - SCIE","5.091","0.046",
"FOOD HYDROCOLLOIDS","FOOD HYDROCOLLOID","0268-005X","1873-7137","CHEMISTRY, APPLIED - SCIE","5.089","0.023",
"CARCINOGENESIS","CARCINOGENESIS","0143-3334","1460-2180","ONCOLOGY - SCIE","5.072","0.022",
"Gastric Cancer","GASTRIC CANCER","1436-3291","1436-3305","ONCOLOGY - SCIE","5.045","0.006",
"NEOPLASIA","NEOPLASIA","1476-5586","1476-5586","ONCOLOGY - SCIE","4.994","0.009",
"BIOCHIMICA ET BIOPHYSICA ACTA-MOLECULAR AND CELL BIOLOGY OF LIPIDS","BBA-MOL CELL BIOL L","1388-1981","1879-2618","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","4.966","0.02",
"FOOD CHEMISTRY","FOOD CHEM","0308-8146","1873-7072","CHEMISTRY, APPLIED - SCIE","4.946","0.101",
"Advances in Organometallic Chemistry","ADV ORGANOMET CHEM","0065-3055","2162-7614","CHEMISTRY, INORGANIC & NUCLEAR - SCIE","4.944","0.001",
"RADIOTHERAPY AND ONCOLOGY","RADIOTHER ONCOL","0167-8140","1879-0887","ONCOLOGY - SCIE","4.942","0.028",
"RADIOTHERAPY AND ONCOLOGY","RADIOTHER ONCOL","0167-8140","1879-0887","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","4.942","0.028",
"SEMINARS IN ONCOLOGY","SEMIN ONCOL","0093-7754","1532-8708","ONCOLOGY - SCIE","4.942","0.007",
"HUMAN BRAIN MAPPING","HUM BRAIN MAPP","1065-9471","1097-0193","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","4.927","0.043",
"Epigenetics","EPIGENETICS-US","1559-2294","1559-2308","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","4.918","0.014",
"STRUCTURE","STRUCTURE","0969-2126","1878-4186","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","4.907","0.037",
"HUMAN MOLECULAR GENETICS","HUM MOL GENET","0964-6906","1460-2083","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","4.902","0.081",
"JOURNAL OF MOLECULAR BIOLOGY","J MOL BIOL","0022-2836","1089-8638","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","4.894","0.048",
"CHEMICAL RECORD","CHEM REC","1527-8999","1528-0691","CHEMISTRY, MULTIDISCIPLINARY - SCIE","4.891","0.006",
"PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES","P ROY SOC B-BIOL SCI","0962-8452","1471-2954","BIOLOGY - SCIE","4.847","0.088",
"JOURNAL OF INDUSTRIAL AND ENGINEERING CHEMISTRY","J IND ENG CHEM","1226-086X","1876-794X","CHEMISTRY, MULTIDISCIPLINARY - SCIE","4.841","0.022",
"Advanced Materials Interfaces","ADV MATER INTERFACES","2196-7350","2196-7350","CHEMISTRY, MULTIDISCIPLINARY - SCIE","4.834","0.013",
"EUROPEAN JOURNAL OF MEDICINAL CHEMISTRY","EUR J MED CHEM","0223-5234","1768-3254","CHEMISTRY, MEDICINAL - SCIE","4.816","0.038",
"CELLULAR ONCOLOGY","CELL ONCOL","2211-3428","2211-3436","ONCOLOGY - SCIE","4.761","0.002",
"Oncogenesis","ONCOGENESIS","2157-9024","2157-9024","ONCOLOGY - SCIE","4.722","0.004",
"INORGANIC CHEMISTRY","INORG CHEM","0020-1669","1520-510X","CHEMISTRY, INORGANIC & NUCLEAR - SCIE","4.7","0.102",
"ChemCatChem","CHEMCATCHEM","1867-3880","1867-3899","CHEMISTRY, PHYSICAL - SCIE","4.674","0.031",
"CATALYSIS TODAY","CATAL TODAY","0920-5861","1873-4308","CHEMISTRY, APPLIED - SCIE","4.667","0.03",
"CATALYSIS TODAY","CATAL TODAY","0920-5861","1873-4308","CHEMISTRY, PHYSICAL - SCIE","4.667","0.03",
"BIOCHIMICA ET BIOPHYSICA ACTA-MOLECULAR CELL RESEARCH","BBA-MOL CELL RES","0167-4889","1879-2596","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","4.651","0.035",
"Reaction Chemistry & Engineering","REACT CHEM ENG","2058-9883","2058-9883","CHEMISTRY, MULTIDISCIPLINARY - SCIE","4.641","0.001",
"ORAL ONCOLOGY","ORAL ONCOL","1368-8375","1879-0593","ONCOLOGY - SCIE","4.636","0.014",
"JOURNAL OF NEUROCHEMISTRY","J NEUROCHEM","0022-3042","1471-4159","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","4.609","0.031",
"Cancer Biology & Medicine","CANCER BIOL MED","2095-3941","2095-3941","ONCOLOGY - SCIE","4.607","0.002",
"MOLECULAR CANCER RESEARCH","MOL CANCER RES","1541-7786","1557-3125","ONCOLOGY - SCIE","4.597","0.013",
"ACS Chemical Biology","ACS CHEM BIOL","1554-8929","1554-8937","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","4.592","0.038",
"JOURNAL OF ENVIRONMENTAL SCIENCE AND HEALTH PART C-ENVIRONMENTAL CARCINOGENESIS & ECOTOXICOLOGY REVIEWS","J ENVIRON SCI HEAL C","1059-0501","1532-4095","ONCOLOGY - SCIE","4.586","0.001",
"SEMINARS IN NUCLEAR MEDICINE","SEMIN NUCL MED","0001-2998","1558-4623","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","4.558","0.003",
"CANCER EPIDEMIOLOGY BIOMARKERS & PREVENTION","CANCER EPIDEM BIOMAR","1055-9965","1538-7755","ONCOLOGY - SCIE","4.554","0.029",
"GYNECOLOGIC ONCOLOGY","GYNECOL ONCOL","0090-8258","1095-6859","ONCOLOGY - SCIE","4.54","0.034",
"FEBS Journal","FEBS J","1742-464X","1742-4658","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","4.53","0.035",
"Journal of Oncology","J ONCOL","1687-8450","1687-8469","ONCOLOGY - SCIE","4.528","0.002",
"APPLIED CATALYSIS A-GENERAL","APPL CATAL A-GEN","0926-860X","1873-3875","CHEMISTRY, PHYSICAL - SCIE","4.521","0.028",
"JOURNAL OF MOLECULAR LIQUIDS","J MOL LIQ","0167-7322","1873-3166","CHEMISTRY, PHYSICAL - SCIE","4.513","0.024",
"JOURNAL OF LIPID RESEARCH","J LIPID RES","0022-2275","1539-7262","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","4.505","0.029",
"BONE MARROW TRANSPLANTATION","BONE MARROW TRANSPL","0268-3369","1476-5365","ONCOLOGY - SCIE","4.497","0.021",
"CRITICAL REVIEWS IN ONCOLOGY HEMATOLOGY","CRIT REV ONCOL HEMAT","1040-8428","1879-0461","ONCOLOGY - SCIE","4.495","0.012",
"RNA","RNA","1355-8382","1469-9001","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","4.49","0.029",
"LUNG CANCER","LUNG CANCER","0169-5002","1872-8332","ONCOLOGY - SCIE","4.486","0.019",
"BIOCONJUGATE CHEMISTRY","BIOCONJUGATE CHEM","1043-1802","1520-4812","BIOCHEMICAL RESEARCH METHODS - SCIE","4.485","0.022",
"BIOCONJUGATE CHEMISTRY","BIOCONJUGATE CHEM","1043-1802","1520-4812","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","4.485","0.022",
"BIOCONJUGATE CHEMISTRY","BIOCONJUGATE CHEM","1043-1802","1520-4812","CHEMISTRY, MULTIDISCIPLINARY - SCIE","4.485","0.022",
"Journal of Physical Chemistry C","J PHYS CHEM C","1932-7447","1932-7455","CHEMISTRY, PHYSICAL - SCIE","4.484","0.248",
"Trends in Environmental Analytical Chemistry","TRENDS ENVIRON ANAL","2214-1588","2214-1588","CHEMISTRY, ANALYTICAL - SCIE","4.462","0.001",
"Science China-Chemistry","SCI CHINA CHEM","1674-7291","1869-1870","CHEMISTRY, MULTIDISCIPLINARY - SCIE","4.448","0.008",
"APPLIED SURFACE SCIENCE","APPL SURF SCI","0169-4332","1873-5584","CHEMISTRY, PHYSICAL - SCIE","4.439","0.097",
"BIOESSAYS","BIOESSAYS","0265-9247","1521-1878","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","4.419","0.017",
"BIOESSAYS","BIOESSAYS","0265-9247","1521-1878","BIOLOGY - SCIE","4.419","0.017",
"Frontiers in Oncology","FRONT ONCOL","2234-943X","2234-943X","ONCOLOGY - SCIE","4.416","0.024",
"JOURNAL OF NUTRITIONAL BIOCHEMISTRY","J NUTR BIOCHEM","0955-2863","1873-4847","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","4.414","0.014",
"MOLECULAR PHYLOGENETICS AND EVOLUTION","MOL PHYLOGENET EVOL","1055-7903","1095-9513","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","4.412","0.029",
"JOURNAL OF MOLECULAR CATALYSIS A-CHEMICAL","J MOL CATAL A-CHEM","1381-1169","1873-314X","CHEMISTRY, PHYSICAL - SCIE","4.397","0.016",
"ULTRASCHALL IN DER MEDIZIN","ULTRASCHALL MED","0172-4614","1438-8782","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","4.389","0.004",
"PARTICLE & PARTICLE SYSTEMS CHARACTERIZATION","PART PART SYST CHAR","0934-0866","1521-4117","CHEMISTRY, PHYSICAL - SCIE","4.384","0.006",
"Marine Drugs","MAR DRUGS","1660-3397","1660-3397","CHEMISTRY, MEDICINAL - SCIE","4.379","0.016",
"CANCER SCIENCE","CANCER SCI","1349-7006","1349-7006","ONCOLOGY - SCIE","4.372","0.016",
"NITRIC OXIDE-BIOLOGY AND CHEMISTRY","NITRIC OXIDE-BIOL CH","1089-8603","1089-8611","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","4.367","0.005",
"ACS Infectious Diseases","ACS INFECT DIS","2373-8227","N/A","CHEMISTRY, MEDICINAL - SCIE","4.325","0.003",
"BIOCHIMICA ET BIOPHYSICA ACTA-BIOENERGETICS","BBA-BIOENERGETICS","0005-2728","1879-2650","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","4.28","0.022",
"Plant Methods","PLANT METHODS","1746-4811","1746-4811","BIOCHEMICAL RESEARCH METHODS - SCIE","4.269","0.004",
"TALANTA","TALANTA","0039-9140","1873-3573","CHEMISTRY, ANALYTICAL - SCIE","4.244","0.044",
"INTERNATIONAL JOURNAL OF HYDROGEN ENERGY","INT J HYDROGEN ENERG","0360-3199","1879-3487","CHEMISTRY, PHYSICAL - SCIE","4.229","0.081",
"CANCER IMMUNOLOGY IMMUNOTHERAPY","CANCER IMMUNOL IMMUN","0340-7004","1432-0851","ONCOLOGY - SCIE","4.225","0.013",
"SEPARATION AND PURIFICATION REVIEWS","SEP PURIF REV","1542-2119","1542-2127","CHEMISTRY, ANALYTICAL - SCIE","4.212","0.001",
"SEPARATION AND PURIFICATION REVIEWS","SEP PURIF REV","1542-2119","1542-2127","CHEMISTRY, APPLIED - SCIE","4.212","0.001",
"ACS Chemical Neuroscience","ACS CHEM NEUROSCI","1948-7193","1948-7193","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","4.211","0.013",
"ACS Chemical Neuroscience","ACS CHEM NEUROSCI","1948-7193","1948-7193","CHEMISTRY, MEDICINAL - SCIE","4.211","0.013",
"Clinical Lung Cancer","CLIN LUNG CANCER","1525-7304","1938-0690","ONCOLOGY - SCIE","4.204","0.005",
"Current Opinion in Insect Science","CURR OPIN INSECT SCI","2214-5745","2214-5753","BIOLOGY - SCIE","4.171","0.005",
"Geobiology","GEOBIOLOGY","1472-4677","1472-4669","BIOLOGY - SCIE","4.158","0.004",
"Frontiers in Chemistry","FRONT CHEM","2296-2646","2296-2646","CHEMISTRY, MULTIDISCIPLINARY - SCIE","4.155","0.004",
"Computational and Structural Biotechnology Journal","COMPUT STRUCT BIOTEC","2001-0370","2001-0370","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","4.148","0.004",
"DALTON TRANSACTIONS","DALTON T","1477-9226","1477-9234","CHEMISTRY, INORGANIC & NUCLEAR - SCIE","4.099","0.104",
"PROSTATE CANCER AND PROSTATIC DISEASES","PROSTATE CANCER P D","1365-7852","1476-5608","ONCOLOGY - SCIE","4.099","0.005",
"JOURNAL OF STEROID BIOCHEMISTRY AND MOLECULAR BIOLOGY","J STEROID BIOCHEM","0960-0760","1879-1220","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","4.095","0.013",
"Liquid Crystals Reviews","LIQ CRYST REV","2168-0396","2168-0418","CHEMISTRY, PHYSICAL - SCIE","4.091","0.001",
"MAGNETIC RESONANCE IN MEDICINE","MAGN RESON MED","0740-3194","1522-2594","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","4.082","0.034",
"Metallomics","METALLOMICS","1756-5901","1756-591X","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","4.069","0.01",
"Journal of Genetics and Genomics","J GENET GENOMICS","1673-8527","1873-5533","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","4.066","0.004",
"International Journal of Biological Sciences","INT J BIOL SCI","1449-2288","1449-2288","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","4.057","0.01",
"Journal of Ginseng Research","J GINSENG RES","1226-8453","2093-4947","CHEMISTRY, MEDICINAL - SCIE","4.053","0.002",
"ORGANOMETALLICS","ORGANOMETALLICS","0276-7333","1520-6041","CHEMISTRY, INORGANIC & NUCLEAR - SCIE","4.051","0.046",
"AMYLOID-JOURNAL OF PROTEIN FOLDING DISORDERS","AMYLOID","1350-6129","1744-2818","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","4.048","0.002",
"CANCER GENE THERAPY","CANCER GENE THER","0929-1903","1476-5500","ONCOLOGY - SCIE","4.044","0.004",
"SEMINARS IN RADIATION ONCOLOGY","SEMIN RADIAT ONCOL","1053-4296","1532-9461","ONCOLOGY - SCIE","4.027","0.004",
"SEMINARS IN RADIATION ONCOLOGY","SEMIN RADIAT ONCOL","1053-4296","1532-9461","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","4.027","0.004",
"EUROPEAN RADIOLOGY","EUR RADIOL","0938-7994","1432-1084","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","4.027","0.034",
"Cancer Prevention Research","CANCER PREV RES","1940-6207","1940-6215","ONCOLOGY - SCIE","4.021","0.012",
"CHROMOSOMA","CHROMOSOMA","0009-5915","1432-0886","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","4.021","0.006",
"JOURNAL OF BIOLOGICAL CHEMISTRY","J BIOL CHEM","0021-9258","1083-351X","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","4.011","0.321",
"JOURNAL OF NUCLEAR CARDIOLOGY","J NUCL CARDIOL","1071-3581","1532-6551","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","4.011","0.004",
"METHODS","METHODS","1046-2023","1095-9130","BIOCHEMICAL RESEARCH METHODS - SCIE","3.998","0.025",
"METHODS","METHODS","1046-2023","1095-9130","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.998","0.025",
"American Journal of Cancer Research","AM J CANCER RES","2156-6976","2156-6976","ONCOLOGY - SCIE","3.998","0.008",
"COLLOIDS AND SURFACES B-BIOINTERFACES","COLLOID SURFACE B","0927-7765","1873-4367","CHEMISTRY, PHYSICAL - SCIE","3.997","0.035",
"RUSSIAN CHEMICAL REVIEWS","RUSS CHEM REV+","0036-021X","1468-4837","CHEMISTRY, MULTIDISCIPLINARY - SCIE","3.991","0.003",
"CRYSTAL GROWTH & DESIGN","CRYST GROWTH DES","1528-7483","1528-7505","CHEMISTRY, MULTIDISCIPLINARY - SCIE","3.972","0.04",
"Structural Dynamics","STRUCT DYNAM-US","2329-7778","2329-7778","CHEMISTRY, PHYSICAL - SCIE","3.969","0.003",
"Future Medicinal Chemistry","FUTURE MED CHEM","1756-8919","1756-8927","CHEMISTRY, MEDICINAL - SCIE","3.969","0.009",
"APOPTOSIS","APOPTOSIS","1360-8185","1573-675X","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.967","0.007",
"Cancer Cell International","CANCER CELL INT","1475-2867","1475-2867","ONCOLOGY - SCIE","3.96","0.005",
"FUEL PROCESSING TECHNOLOGY","FUEL PROCESS TECHNOL","0378-3820","1873-7188","CHEMISTRY, APPLIED - SCIE","3.956","0.023",
"PLoS Computational Biology","PLOS COMPUT BIOL","1553-734X","1553-7358","BIOCHEMICAL RESEARCH METHODS - SCIE","3.955","0.083",
"JOURNAL OF PROTEOME RESEARCH","J PROTEOME RES","1535-3893","1535-3907","BIOCHEMICAL RESEARCH METHODS - SCIE","3.95","0.041",
"Reviews in Computational Chemistry","REV COMP CH","1069-3599","N/A","CHEMISTRY, MULTIDISCIPLINARY - SCIE","3.933","0",
"BIOORGANIC CHEMISTRY","BIOORG CHEM","0045-2068","1090-2120","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.929","0.003",
"INTERNATIONAL JOURNAL OF BIOLOGICAL MACROMOLECULES","INT J BIOL MACROMOL","0141-8130","1879-0003","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.909","0.03",
"INTERNATIONAL JOURNAL OF BIOLOGICAL MACROMOLECULES","INT J BIOL MACROMOL","0141-8130","1879-0003","CHEMISTRY, APPLIED - SCIE","3.909","0.03",
"Targeted Oncology","TARGET ONCOL","1776-2596","1776-260X","ONCOLOGY - SCIE","3.907","0.003",
"PHYSICAL CHEMISTRY CHEMICAL PHYSICS","PHYS CHEM CHEM PHYS","1463-9076","1463-9084","CHEMISTRY, PHYSICAL - SCIE","3.906","0.206",
"JOURNAL OF BIOLOGICAL RHYTHMS","J BIOL RHYTHM","0748-7304","1552-4531","BIOLOGY - SCIE","3.906","0.003",
"Journal of Cheminformatics","J CHEMINFORMATICS","1758-2946","1758-2946","CHEMISTRY, MULTIDISCIPLINARY - SCIE","3.893","0.006",
"Journal of Energy Chemistry","J ENERGY CHEM","2095-4956","2095-4956","CHEMISTRY, APPLIED - SCIE","3.886","0.004",
"Journal of Energy Chemistry","J ENERGY CHEM","2095-4956","2095-4956","CHEMISTRY, PHYSICAL - SCIE","3.886","0.004",
"JOURNAL OF NATURAL PRODUCTS","J NAT PROD","0163-3864","1520-6025","CHEMISTRY, MEDICINAL - SCIE","3.885","0.023",
"CANCER CYTOPATHOLOGY","CANCER CYTOPATHOL","1934-662X","1934-6638","ONCOLOGY - SCIE","3.866","0.004",
"EXPERT REVIEWS IN MOLECULAR MEDICINE","EXPERT REV MOL MED","1462-3994","1462-3994","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.865","0.002",
"ANALYST","ANALYST","0003-2654","1364-5528","CHEMISTRY, ANALYTICAL - SCIE","3.864","0.047",
"Clinical Colorectal Cancer","CLIN COLORECTAL CANC","1533-0028","1938-0674","ONCOLOGY - SCIE","3.861","0.003",
"ANNALS OF SURGICAL ONCOLOGY","ANN SURG ONCOL","1068-9265","1534-4681","ONCOLOGY - SCIE","3.857","0.053",
"BIOCHEMICAL JOURNAL","BIOCHEM J","0264-6021","1470-8728","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.857","0.038",
"CURRENT OPINION IN LIPIDOLOGY","CURR OPIN LIPIDOL","0957-9672","1473-6535","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.853","0.006",
"MOLECULAR CARCINOGENESIS","MOL CARCINOGEN","0899-1987","1098-2744","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.851","0.008",
"MOLECULAR CARCINOGENESIS","MOL CARCINOGEN","0899-1987","1098-2744","ONCOLOGY - SCIE","3.851","0.008",
"Topics in Organometallic Chemistry","TOP ORGANOMETAL CHEM","1436-6002","1616-8534","CHEMISTRY, INORGANIC & NUCLEAR - SCIE","3.833","0.004",
"JOURNAL OF IMMUNOTHERAPY","J IMMUNOTHER","1524-9557","1537-4513","ONCOLOGY - SCIE","3.826","0.005",
"BIODRUGS","BIODRUGS","1173-8804","1179-190X","ONCOLOGY - SCIE","3.825","0.002",
"Chinese Journal of Cancer","CHIN J CANCER","1000-467X","1944-446X","ONCOLOGY - SCIE","3.822","0.004",
"MOLECULAR MICROBIOLOGY","MOL MICROBIOL","0950-382X","1365-2958","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.816","0.036",
"MOLECULAR AND CELLULAR BIOLOGY","MOL CELL BIOL","0270-7306","1098-5549","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.813","0.047",
"Journal of Chemical Information and Modeling","J CHEM INF MODEL","1549-9596","1549-960X","CHEMISTRY, MEDICINAL - SCIE","3.804","0.02",
"Journal of Chemical Information and Modeling","J CHEM INF MODEL","1549-9596","1549-960X","CHEMISTRY, MULTIDISCIPLINARY - SCIE","3.804","0.02",
"ACS Medicinal Chemistry Letters","ACS MED CHEM LETT","1948-5875","N/A","CHEMISTRY, MEDICINAL - SCIE","3.794","0.015",
"BIOELECTROCHEMISTRY","BIOELECTROCHEMISTRY","1567-5394","1878-562X","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.789","0.004",
"BIOELECTROCHEMISTRY","BIOELECTROCHEMISTRY","1567-5394","1878-562X","BIOLOGY - SCIE","3.789","0.004",
"LANGMUIR","LANGMUIR","0743-7463","1520-5827","CHEMISTRY, MULTIDISCIPLINARY - SCIE","3.789","0.119",
"LANGMUIR","LANGMUIR","0743-7463","1520-5827","CHEMISTRY, PHYSICAL - SCIE","3.789","0.119",
"AMERICAN JOURNAL OF RESPIRATORY CELL AND MOLECULAR BIOLOGY","AM J RESP CELL MOL","1044-1549","1535-4989","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.785","0.017",
"JOURNAL OF ALLOYS AND COMPOUNDS","J ALLOY COMPD","0925-8388","1873-4669","CHEMISTRY, PHYSICAL - SCIE","3.779","0.106",
"Journal of Biophotonics","J BIOPHOTONICS","1864-063X","1864-0648","BIOCHEMICAL RESEARCH METHODS - SCIE","3.768","0.006",
"DYES AND PIGMENTS","DYES PIGMENTS","0143-7208","1873-3743","CHEMISTRY, APPLIED - SCIE","3.767","0.015",
"JOURNAL OF TRACE ELEMENTS IN MEDICINE AND BIOLOGY","J TRACE ELEM MED BIO","0946-672X","1878-3252","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.755","0.004",
"New Biotechnology","NEW BIOTECHNOL","1871-6784","1876-4347","BIOCHEMICAL RESEARCH METHODS - SCIE","3.733","0.005",
"Journal of Proteomics","J PROTEOMICS","1874-3919","1876-7737","BIOCHEMICAL RESEARCH METHODS - SCIE","3.722","0.025",
"JOURNAL OF CHROMATOGRAPHY A","J CHROMATOGR A","0021-9673","1873-3778","BIOCHEMICAL RESEARCH METHODS - SCIE","3.716","0.051",
