"Journal Data Filtered By:  Selected Categories: Multiple Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2020 Selected Category Schema: WOS Selected Open Access: N Indicator: Custom"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,2020 JIF,Eigenfactor
"SENSORS AND ACTUATORS B-CHEMICAL","SENSOR ACTUAT B-CHEM","N/A","0925-4005","CHEMISTRY, ANALYTICAL - SCIE","7.46","0.099",
"JOURNAL OF MEDICINAL CHEMISTRY","J MED CHEM","0022-2623","1520-4804","CHEMISTRY, MEDICINAL - SCIE","7.446","0.057",
"BMC BIOLOGY","BMC BIOL","N/A","1741-7007","BIOLOGY - SCIE","7.431","0.016",
"INTERNATIONAL JOURNAL OF CANCER","INT J CANCER","0020-7136","1097-0215","ONCOLOGY - SCIE","7.396","0.059",
"FREE RADICAL BIOLOGY AND MEDICINE","FREE RADICAL BIO MED","0891-5849","1873-4596","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","7.376","0.034",
"Gastric Cancer","GASTRIC CANCER","1436-3291","1436-3305","ONCOLOGY - SCIE","7.37","0.012",
"Materials Today Energy","MATER TODAY ENERGY","2468-6069","2468-6069","CHEMISTRY, PHYSICAL - SCIE","7.311","0.005",
"ULTRASOUND IN OBSTETRICS & GYNECOLOGY","ULTRASOUND OBST GYN","0960-7692","1469-0705","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","7.299","0.019",
"Computational and Structural Biotechnology Journal","COMPUT STRUCT BIOTEC","2001-0370","2001-0370","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","7.271","0.007",
"Current Opinion in Electrochemistry","CURR OPIN ELECTROCHE","2451-9103","2451-9103","CHEMISTRY, PHYSICAL - SCIE","7.271","0.007",
"Molecular Therapy-Oncolytics","MOL THER-ONCOLYTICS","2372-7705","2372-7705","ONCOLOGY - SCIE","7.2","0.003",
"AMYLOID-JOURNAL OF PROTEIN FOLDING DISORDERS","AMYLOID","1350-6129","1744-2818","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","7.141","0.003",
"Cell and Bioscience","CELL BIOSCI","N/A","2045-3701","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","7.133","0.004",
"Journal of CO2 Utilization","J CO2 UTIL","2212-9820","2212-9839","CHEMISTRY, MULTIDISCIPLINARY - SCIE","7.132","0.012",
"Genes & Diseases","GENES DIS","2352-4820","2352-3042","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","7.103","0.003",
"Molecular Ecology Resources","MOL ECOL RESOUR","1755-098X","1755-0998","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","7.09","0.017",
"Journal of Integrative Plant Biology","J INTEGR PLANT BIOL","1672-9072","1744-7909","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","7.061","0.006",
"INTERNATIONAL JOURNAL OF RADIATION ONCOLOGY BIOLOGY PHYSICS","INT J RADIAT ONCOL","0360-3016","1879-355X","ONCOLOGY - SCIE","7.038","0.039",
"INTERNATIONAL JOURNAL OF RADIATION ONCOLOGY BIOLOGY PHYSICS","INT J RADIAT ONCOL","0360-3016","1879-355X","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","7.038","0.039",
"FUEL PROCESSING TECHNOLOGY","FUEL PROCESS TECHNOL","0378-3820","1873-7188","CHEMISTRY, APPLIED - SCIE","7.033","0.019",
"BIOMACROMOLECULES","BIOMACROMOLECULES","1525-7797","1526-4602","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","6.988","0.026",
"ANALYTICAL CHEMISTRY","ANAL CHEM","0003-2700","1520-6882","CHEMISTRY, ANALYTICAL - SCIE","6.986","0.128",
"CANCER IMMUNOLOGY IMMUNOTHERAPY","CANCER IMMUNOL IMMUN","0340-7004","1432-0851","ONCOLOGY - SCIE","6.968","0.012",
"INTERNATIONAL JOURNAL OF BIOLOGICAL MACROMOLECULES","INT J BIOL MACROMOL","0141-8130","1879-0003","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","6.953","0.074",
"INTERNATIONAL JOURNAL OF BIOLOGICAL MACROMOLECULES","INT J BIOL MACROMOL","0141-8130","1879-0003","CHEMISTRY, APPLIED - SCIE","6.953","0.074",
"BIOINFORMATICS","BIOINFORMATICS","1367-4803","1367-4811","BIOCHEMICAL RESEARCH METHODS - SCIE","6.937","0.155",
"RUSSIAN CHEMICAL REVIEWS","RUSS CHEM REV+","0036-021X","1468-4837","CHEMISTRY, MULTIDISCIPLINARY - SCIE","6.926","0.002",
"npj Breast Cancer","NPJ BREAST CANCER","N/A","2374-4677","ONCOLOGY - SCIE","6.923","0.004",
"AMERICAN JOURNAL OF RESPIRATORY CELL AND MOLECULAR BIOLOGY","AM J RESP CELL MOL","1044-1549","1535-4989","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","6.914","0.015",
"European Heart Journal-Cardiovascular Imaging","EUR HEART J-CARD IMG","2047-2404","2047-2412","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","6.875","0.021",
"CANCER","CANCER-AM CANCER SOC","0008-543X","1097-0142","ONCOLOGY - SCIE","6.86","0.06",
"International Review of Cell and Molecular Biology","INT REV CEL MOL BIO","1937-6448","N/A","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","6.813","0.004",
"CURRENT OPINION IN STRUCTURAL BIOLOGY","CURR OPIN STRUC BIOL","0959-440X","1879-033X","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","6.809","0.019",
"LAB ON A CHIP","LAB CHIP","1473-0197","1473-0189","BIOCHEMICAL RESEARCH METHODS - SCIE","6.799","0.033",
"LAB ON A CHIP","LAB CHIP","1473-0197","1473-0189","CHEMISTRY, ANALYTICAL - SCIE","6.799","0.033",
"LAB ON A CHIP","LAB CHIP","1473-0197","1473-0189","CHEMISTRY, MULTIDISCIPLINARY - SCIE","6.799","0.033",
"CHINESE CHEMICAL LETTERS","CHINESE CHEM LETT","1001-8417","1878-5964","CHEMISTRY, MULTIDISCIPLINARY - SCIE","6.779","0.011",
"CHEMICAL RECORD","CHEM REC","1527-8999","1528-0691","CHEMISTRY, MULTIDISCIPLINARY - SCIE","6.771","0.007",
"CATALYSIS TODAY","CATAL TODAY","0920-5861","1873-4308","CHEMISTRY, APPLIED - SCIE","6.766","0.028",
"CATALYSIS TODAY","CATAL TODAY","0920-5861","1873-4308","CHEMISTRY, PHYSICAL - SCIE","6.766","0.028",
"CELLULAR ONCOLOGY","CELL ONCOL","2211-3428","2211-3436","ONCOLOGY - SCIE","6.73","0.002",
"PROTEIN SCIENCE","PROTEIN SCI","0961-8368","1469-896X","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","6.725","0.021",
"CANCER SCIENCE","CANCER SCI","1347-9032","1349-7006","ONCOLOGY - SCIE","6.716","0.02",
"APPLIED SURFACE SCIENCE","APPL SURF SCI","0169-4332","1873-5584","CHEMISTRY, PHYSICAL - SCIE","6.707","0.133",
"EXPERT OPINION ON THERAPEUTIC PATENTS","EXPERT OPIN THER PAT","1354-3776","1744-7674","CHEMISTRY, MEDICINAL - SCIE","6.681","0.004",
"Cancers","CANCERS","N/A","2072-6694","ONCOLOGY - SCIE","6.639","0.04",
"Molecular Oncology","MOL ONCOL","1574-7891","1878-0261","ONCOLOGY - SCIE","6.603","0.012",
"International Journal of Biological Sciences","INT J BIOL SCI","1449-2288","1449-2288","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","6.582","0.011",
"Communications Chemistry","COMMUN CHEM","2399-3669","2399-3669","CHEMISTRY, MULTIDISCIPLINARY - SCIE","6.581","0.004",
"Inorganic Chemistry Frontiers","INORG CHEM FRONT","2052-1553","2052-1553","CHEMISTRY, INORGANIC & NUCLEAR - SCIE","6.569","0.013",
"ANALYTICA CHIMICA ACTA","ANAL CHIM ACTA","0003-2670","1873-4324","CHEMISTRY, ANALYTICAL - SCIE","6.558","0.04",
"NEUROIMAGE","NEUROIMAGE","1053-8119","1095-9572","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","6.556","0.106",
"Clinical Epigenetics","CLIN EPIGENETICS","1868-7075","1868-7083","ONCOLOGY - SCIE","6.551","0.012",
"ULTRASCHALL IN DER MEDIZIN","ULTRASCHALL MED","0172-4614","1438-8782","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","6.548","0.003",
"ESMO Open","ESMO OPEN","N/A","2059-7029","ONCOLOGY - SCIE","6.54","0.007",
"CRITICAL REVIEWS IN ANALYTICAL CHEMISTRY","CRIT REV ANAL CHEM","1040-8347","1547-6510","CHEMISTRY, ANALYTICAL - SCIE","6.535","0.002",
"EUROPEAN JOURNAL OF MEDICINAL CHEMISTRY","EUR J MED CHEM","0223-5234","1768-3254","CHEMISTRY, MEDICINAL - SCIE","6.514","0.039",
"Translational Lung Cancer Research","TRANSL LUNG CANCER R","2218-6751","2226-4477","ONCOLOGY - SCIE","6.498","0.007",
"BREAST CANCER RESEARCH","BREAST CANCER RES","1465-5411","1465-542X","ONCOLOGY - SCIE","6.488","0.014",
"Materials Chemistry Frontiers","MATER CHEM FRONT","N/A","2052-1537","CHEMISTRY, MULTIDISCIPLINARY - SCIE","6.482","0.011",
"Journal of Physical Chemistry Letters","J PHYS CHEM LETT","1948-7185","N/A","CHEMISTRY, PHYSICAL - SCIE","6.475","0.102",
"Current Opinion in Green and Sustainable Chemistry","CURR OPIN GREEN SUST","2452-2236","2452-2236","CHEMISTRY, MULTIDISCIPLINARY - SCIE","6.457","0.003",
"CURRENT OPINION IN COLLOID & INTERFACE SCIENCE","CURR OPIN COLLOID IN","1359-0294","1879-0399","CHEMISTRY, PHYSICAL - SCIE","6.448","0.006",
"Journal of Materiomics","J MATERIOMICS","2352-8478","2352-8478","CHEMISTRY, PHYSICAL - SCIE","6.425","0.004",
"Open Biology","OPEN BIOL","N/A","2046-2441","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","6.411","0.01",
"Journal of Nanostructure in Chemistry","J NANOSTRUCTURE CHEM","2008-9244","2193-8865","CHEMISTRY, MULTIDISCIPLINARY - SCIE","6.391","0.001",
"Sustainable Energy & Fuels","SUSTAIN ENERG FUELS","2398-4902","2398-4902","CHEMISTRY, PHYSICAL - SCIE","6.367","0.011",
"MOLECULAR MEDICINE","MOL MED","1076-1551","1528-3658","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","6.354","0.004",
"Antioxidants","ANTIOXIDANTS-BASEL","N/A","2076-3921","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","6.313","0.009",
"Antioxidants","ANTIOXIDANTS-BASEL","N/A","2076-3921","CHEMISTRY, MEDICINAL - SCIE","6.313","0.009",
"CRITICAL REVIEWS IN ONCOLOGY HEMATOLOGY","CRIT REV ONCOL HEMAT","1040-8428","1879-0461","ONCOLOGY - SCIE","6.312","0.014",
"RADIOTHERAPY AND ONCOLOGY","RADIOTHER ONCOL","0167-8140","1879-0887","ONCOLOGY - SCIE","6.28","0.025",
"RADIOTHERAPY AND ONCOLOGY","RADIOTHER ONCOL","0167-8140","1879-0887","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","6.28","0.025",
"STEM CELLS","STEM CELLS","1066-5099","1549-4918","ONCOLOGY - SCIE","6.277","0.018",
"Communications Biology","COMMUN BIOL","N/A","2399-3642","BIOLOGY - SCIE","6.268","0.016",
"MOLECULAR CANCER THERAPEUTICS","MOL CANCER THER","1535-7163","1538-8514","ONCOLOGY - SCIE","6.261","0.024",
"JOURNAL OF PHOTOCHEMISTRY AND PHOTOBIOLOGY B-BIOLOGY","J PHOTOCH PHOTOBIO B","1011-1344","1873-2682","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","6.252","0.013",
"JACC: CardioOncology","JACC-CARDIOONCOL","2666-0873","2666-0873","ONCOLOGY - SCIE","6.25","0",
"Frontiers in Oncology","FRONT ONCOL","2234-943X","2234-943X","ONCOLOGY - SCIE","6.244","0.04",
"Advances in Cancer Research","ADV CANCER RES","0065-230X","2162-5557","ONCOLOGY - SCIE","6.242","0.003",
"PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES","PHILOS T R SOC B","0962-8436","1471-2970","BIOLOGY - SCIE","6.238","0.056",
"CHEMICAL COMMUNICATIONS","CHEM COMMUN","1359-7345","1364-548X","CHEMISTRY, MULTIDISCIPLINARY - SCIE","6.222","0.202",
"Liquid Crystals Reviews","LIQ CRYST REV","2168-0396","2168-0418","CHEMISTRY, PHYSICAL - SCIE","6.214","0.001",
"MOLECULAR ECOLOGY","MOL ECOL","0962-1083","1365-294X","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","6.185","0.04",
"American Journal of Cancer Research","AM J CANCER RES","2156-6976","2156-6976","ONCOLOGY - SCIE","6.166","0.013",
"JOURNAL OF MOLECULAR LIQUIDS","J MOL LIQ","0167-7322","1873-3166","CHEMISTRY, PHYSICAL - SCIE","6.165","0.051",
"HUMAN MOLECULAR GENETICS","HUM MOL GENET","0964-6906","1460-2083","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","6.15","0.048",
"ACTA PHARMACOLOGICA SINICA","ACTA PHARMACOL SIN","1671-4083","1745-7254","CHEMISTRY, MULTIDISCIPLINARY - SCIE","6.15","0.009",
"Biomarker Research","BIOMARK RES","N/A","2050-7771","ONCOLOGY - SCIE","6.148","0.002",
"Advanced Materials Interfaces","ADV MATER INTERFACES","2196-7350","2196-7350","CHEMISTRY, MULTIDISCIPLINARY - SCIE","6.147","0.025",
"Catalysis Science & Technology","CATAL SCI TECHNOL","2044-4753","2044-4761","CHEMISTRY, PHYSICAL - SCIE","6.119","0.038",
"BIOFACTORS","BIOFACTORS","0951-6433","1872-8081","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","6.113","0.003",
"Biomedicines","BIOMEDICINES","N/A","2227-9059","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","6.081","0.004",
"PROGRESS IN SURFACE SCIENCE","PROG SURF SCI","0079-6816","1878-4240","CHEMISTRY, PHYSICAL - SCIE","6.071","0.001",
"JOURNAL OF INDUSTRIAL AND ENGINEERING CHEMISTRY","J IND ENG CHEM","1226-086X","1876-794X","CHEMISTRY, MULTIDISCIPLINARY - SCIE","6.064","0.024",
"Journal of Ginseng Research","J GINSENG RES","1226-8453","2093-4947","CHEMISTRY, MEDICINAL - SCIE","6.06","0.003",
"TALANTA","TALANTA","0039-9140","1873-3573","CHEMISTRY, ANALYTICAL - SCIE","6.057","0.044",
"JOURNAL OF NUTRITIONAL BIOCHEMISTRY","J NUTR BIOCHEM","0955-2863","1873-4847","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","6.048","0.011",
"Science China-Life Sciences","SCI CHINA LIFE SCI","1674-7305","1869-1889","BIOLOGY - SCIE","6.038","0.007",
"ACS Applied Energy Materials","ACS APPL ENERG MATER","2574-0962","N/A","CHEMISTRY, PHYSICAL - SCIE","6.024","0.023",
"INVESTIGATIVE RADIOLOGY","INVEST RADIOL","0020-9996","1536-0210","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","6.016","0.008",
"Journal of Chemical Theory and Computation","J CHEM THEORY COMPUT","1549-9618","1549-9626","CHEMISTRY, PHYSICAL - SCIE","6.006","0.051",
"CHINESE JOURNAL OF CHEMISTRY","CHINESE J CHEM","1001-604X","1614-7065","CHEMISTRY, MULTIDISCIPLINARY - SCIE","6","0.006",
"CANCER GENE THERAPY","CANCER GENE THER","0929-1903","1476-5500","ONCOLOGY - SCIE","5.987","0.003",
"JOURNAL OF NUCLEAR CARDIOLOGY","J NUCL CARDIOL","1071-3581","1532-6551","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","5.952","0.005",
"SEMINARS IN RADIATION ONCOLOGY","SEMIN RADIAT ONCOL","1053-4296","1532-9461","ONCOLOGY - SCIE","5.934","0.003",
"SEMINARS IN RADIATION ONCOLOGY","SEMIN RADIAT ONCOL","1053-4296","1532-9461","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","5.934","0.003",
"INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES","INT J MOL SCI","N/A","1422-0067","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","5.924","0.195",
"INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES","INT J MOL SCI","N/A","1422-0067","CHEMISTRY, MULTIDISCIPLINARY - SCIE","5.924","0.195",
"JOURNAL OF LIPID RESEARCH","J LIPID RES","0022-2275","1539-7262","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","5.922","0.019",
"MOLECULAR & CELLULAR PROTEOMICS","MOL CELL PROTEOMICS","1535-9476","1535-9484","BIOCHEMICAL RESEARCH METHODS - SCIE","5.911","0.025",
"PHYTOTHERAPY RESEARCH","PHYTOTHER RES","0951-418X","1099-1573","CHEMISTRY, MEDICINAL - SCIE","5.882","0.009",
"Pharmaceuticals","PHARMACEUTICALS-BASE","N/A","1424-8247","CHEMISTRY, MEDICINAL - SCIE","5.863","0.006",
"MOLECULAR CANCER RESEARCH","MOL CANCER RES","1541-7786","1557-3125","ONCOLOGY - SCIE","5.852","0.013",
"ADVANCED SYNTHESIS & CATALYSIS","ADV SYNTH CATAL","1615-4150","1615-4169","CHEMISTRY, APPLIED - SCIE","5.837","0.028",
"MICROCHIMICA ACTA","MICROCHIM ACTA","0026-3672","1436-5073","CHEMISTRY, ANALYTICAL - SCIE","5.833","0.02",
"Journal of Hepatocellular Carcinoma","J HEPATOCELL CARCINO","N/A","2253-5969","ONCOLOGY - SCIE","5.828","0.001",
"INTERNATIONAL JOURNAL OF HYDROGEN ENERGY","INT J HYDROGEN ENERG","0360-3199","1879-3487","CHEMISTRY, PHYSICAL - SCIE","5.816","0.085",
"BIODRUGS","BIODRUGS","1173-8804","1179-190X","ONCOLOGY - SCIE","5.807","0.004",
"CELLULAR & MOLECULAR BIOLOGY LETTERS","CELL MOL BIOL LETT","1425-8153","1689-1392","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","5.787","0.002",
"Cancer Cell International","CANCER CELL INT","N/A","1475-2867","ONCOLOGY - SCIE","5.722","0.008",
"NEOPLASIA","NEOPLASIA","1476-5586","1476-5586","ONCOLOGY - SCIE","5.715","0.008",
"APPLIED CATALYSIS A-GENERAL","APPL CATAL A-GEN","0926-860X","1873-3875","CHEMISTRY, PHYSICAL - SCIE","5.706","0.021",
"LUNG CANCER","LUNG CANCER","0169-5002","1872-8332","ONCOLOGY - SCIE","5.705","0.02",
"ChemCatChem","CHEMCATCHEM","1867-3880","1867-3899","CHEMISTRY, PHYSICAL - SCIE","5.686","0.032",
"PROGRESS IN SOLID STATE CHEMISTRY","PROG SOLID STATE CH","0079-6786","1873-1643","CHEMISTRY, INORGANIC & NUCLEAR - SCIE","5.682","0.001",
"ENDOCRINE-RELATED CANCER","ENDOCR-RELAT CANCER","1351-0088","1479-6821","ONCOLOGY - SCIE","5.678","0.01",
"INTERNATIONAL JOURNAL OF ONCOLOGY","INT J ONCOL","1019-6439","1791-2423","ONCOLOGY - SCIE","5.65","0.019",
"BIOLOGICAL RESEARCH","BIOL RES","0716-9760","0717-6287","BIOLOGY - SCIE","5.612","0.002",
"EXPERT REVIEWS IN MOLECULAR MEDICINE","EXPERT REV MOL MED","1462-3994","1462-3994","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","5.6","0.001",
"ONCOLOGY RESEARCH","ONCOL RES","0965-0407","1555-3906","ONCOLOGY - SCIE","5.574","0.005",
"PROSTATE CANCER AND PROSTATIC DISEASES","PROSTATE CANCER P D","1365-7852","1476-5608","ONCOLOGY - SCIE","5.554","0.005",
"ONCOLOGIST","ONCOLOGIST","1083-7159","1549-490X","ONCOLOGY - SCIE","5.55","0.022",
"Reviews of Physiology Biochemistry and Pharmacology","REV PHYSIOL BIOCH P","0303-4240","N/A","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","5.545","0",
"FEBS Journal","FEBS J","1742-464X","1742-4658","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","5.542","0.023",
"JOURNAL OF ANALYTICAL AND APPLIED PYROLYSIS","J ANAL APPL PYROL","0165-2370","1873-250X","CHEMISTRY, ANALYTICAL - SCIE","5.541","0.012",
"Journal of the American College of Radiology","J AM COLL RADIOL","1546-1440","1558-349X","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","5.532","0.014",
"Biosensors-Basel","BIOSENSORS-BASEL","N/A","2079-6374","CHEMISTRY, ANALYTICAL - SCIE","5.519","0.004",
"Journal of Cheminformatics","J CHEMINFORMATICS","1758-2946","1758-2946","CHEMISTRY, MULTIDISCIPLINARY - SCIE","5.514","0.006",
"BULLETIN OF THE CHEMICAL SOCIETY OF JAPAN","B CHEM SOC JPN","0009-2673","1348-0634","CHEMISTRY, MULTIDISCIPLINARY - SCIE","5.488","0.006",
"Nucleic Acid Therapeutics","NUCLEIC ACID THER","2159-3337","2159-3345","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","5.486","0.003",
"Nucleic Acid Therapeutics","NUCLEIC ACID THER","2159-3337","2159-3345","CHEMISTRY, MEDICINAL - SCIE","5.486","0.003",
"BONE MARROW TRANSPLANTATION","BONE MARROW TRANSPL","0268-3369","1476-5365","ONCOLOGY - SCIE","5.483","0.015",
"GYNECOLOGIC ONCOLOGY","GYNECOL ONCOL","0090-8258","1095-6859","ONCOLOGY - SCIE","5.482","0.028",
"Cancer & Metabolism","CANCER METAB","N/A","2049-3002","ONCOLOGY - SCIE","5.469","0.002",
"JOURNAL OF MOLECULAR BIOLOGY","J MOL BIOL","0022-2836","1089-8638","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","5.469","0.038",
"APPLIED CLAY SCIENCE","APPL CLAY SCI","0169-1317","1872-9053","CHEMISTRY, PHYSICAL - SCIE","5.467","0.016",
"MICROPOROUS AND MESOPOROUS MATERIALS","MICROPOR MESOPOR MAT","1387-1811","1873-3093","CHEMISTRY, APPLIED - SCIE","5.455","0.022",
"MICROPOROUS AND MESOPOROUS MATERIALS","MICROPOR MESOPOR MAT","1387-1811","1873-3093","CHEMISTRY, PHYSICAL - SCIE","5.455","0.022",
"BIOCHEMICAL SOCIETY TRANSACTIONS","BIOCHEM SOC T","0300-5127","1470-8752","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","5.407","0.014",
"Food & Function","FOOD FUNCT","2042-6496","2042-650X","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","5.396","0.022",
"BIOELECTROCHEMISTRY","BIOELECTROCHEMISTRY","1567-5394","1878-562X","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","5.373","0.005",
"BIOELECTROCHEMISTRY","BIOELECTROCHEMISTRY","1567-5394","1878-562X","BIOLOGY - SCIE","5.373","0.005",
"JOURNAL OF NEUROCHEMISTRY","J NEUROCHEM","0022-3042","1471-4159","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","5.372","0.019",
"JOURNAL OF CARDIOVASCULAR MAGNETIC RESONANCE","J CARDIOVASC MAGN R","1097-6647","1532-429X","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","5.364","0.01",
"PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES","P ROY SOC B-BIOL SCI","0962-8452","1471-2954","BIOLOGY - SCIE","5.349","0.061",
"ANNALS OF SURGICAL ONCOLOGY","ANN SURG ONCOL","1068-9265","1534-4681","ONCOLOGY - SCIE","5.344","0.044",
"PHYTOMEDICINE","PHYTOMEDICINE","0944-7113","1618-095X","CHEMISTRY, MEDICINAL - SCIE","5.34","0.01",
"ORAL ONCOLOGY","ORAL ONCOL","1368-8375","1879-0593","ONCOLOGY - SCIE","5.337","0.014",
"RADIOGRAPHICS","RADIOGRAPHICS","0271-5333","N/A","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","5.333","0.012",
"JOURNAL OF ALLOYS AND COMPOUNDS","J ALLOY COMPD","0925-8388","1873-4669","CHEMISTRY, PHYSICAL - SCIE","5.316","0.147",
"EUROPEAN RADIOLOGY","EUR RADIOL","0938-7994","1432-1084","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","5.315","0.035",
"CANCER CYTOPATHOLOGY","CANCER CYTOPATHOL","1934-662X","1934-6638","ONCOLOGY - SCIE","5.284","0.004",
"JOURNAL OF AGRICULTURAL AND FOOD CHEMISTRY","J AGR FOOD CHEM","0021-8561","1520-5118","CHEMISTRY, APPLIED - SCIE","5.279","0.055",
"BIOORGANIC CHEMISTRY","BIOORG CHEM","0045-2068","1090-2120","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","5.275","0.01",
"HEMATOLOGICAL ONCOLOGY","HEMATOL ONCOL","0278-0232","1099-1069","ONCOLOGY - SCIE","5.271","0.005",
"COLLOIDS AND SURFACES B-BIOINTERFACES","COLLOID SURFACE B","0927-7765","1873-4367","CHEMISTRY, PHYSICAL - SCIE","5.268","0.028",
"GENE THERAPY","GENE THER","0969-7128","1476-5462","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","5.25","0.004",
"Frontiers in Molecular Biosciences","FRONT MOL BIOSCI","N/A","2296-889X","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","5.246","0.008",
"CHROMOSOME RESEARCH","CHROMOSOME RES","0967-3849","1573-6849","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","5.239","0.002",
"CHEMISTRY-A EUROPEAN JOURNAL","CHEM-EUR J","0947-6539","1521-3765","CHEMISTRY, MULTIDISCIPLINARY - SCIE","5.236","0.123",
"Insights into Imaging","INSIGHTS IMAGING","1869-4101","1869-4101","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","5.231","0.005",
"FlatChem","FLATCHEM","2452-2627","2452-2627","CHEMISTRY, PHYSICAL - SCIE","5.227","0.001",
"Frontiers in Chemistry","FRONT CHEM","2296-2646","2296-2646","CHEMISTRY, MULTIDISCIPLINARY - SCIE","5.221","0.018",
"CHEMICO-BIOLOGICAL INTERACTIONS","CHEM-BIOL INTERACT","0009-2797","1872-7786","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","5.194","0.012",
"FASEB JOURNAL","FASEB J","0892-6638","1530-6860","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","5.192","0.044",
"FASEB JOURNAL","FASEB J","0892-6638","1530-6860","BIOLOGY - SCIE","5.192","0.044",
"BIOCHIMICA ET BIOPHYSICA ACTA-MOLECULAR BASIS OF DISEASE","BBA-MOL BASIS DIS","0925-4439","1879-260X","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","5.187","0.02",
"Current Opinion in Insect Science","CURR OPIN INSECT SCI","2214-5745","2214-5753","BIOLOGY - SCIE","5.186","0.009",
"Food Chemistry-X","FOOD CHEM X","2590-1575","2590-1575","CHEMISTRY, APPLIED - SCIE","5.182","0",
"INORGANIC CHEMISTRY","INORG CHEM","0020-1669","1520-510X","CHEMISTRY, INORGANIC & NUCLEAR - SCIE","5.165","0.073",
"Arabian Journal of Chemistry","ARAB J CHEM","1878-5352","1878-5379","CHEMISTRY, MULTIDISCIPLINARY - SCIE","5.165","0.012",
"INTERNATIONAL JOURNAL OF ENERGY RESEARCH","INT J ENERG RES","0363-907X","1099-114X","NUCLEAR SCIENCE & TECHNOLOGY - SCIE","5.164","0.01",
