"Journal Data Filtered By:  Selected Categories: Multiple Selected Editions: SCIE;SSCI Selected JCR Year: 2016 Selected Category Schema: WOS Selected Open Access: N Indicator: Custom"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,2016 JIF,Eigenfactor
"JOURNAL OF EXPERIMENTAL & CLINICAL CANCER RESEARCH","J EXP CLIN CANC RES","1756-9966","1756-9966","ONCOLOGY - SCIE","5.189","0.007",
"Pigment Cell & Melanoma Research","PIGM CELL MELANOMA R","1755-1471","1755-148X","ONCOLOGY - SCIE","5.17","0.008",
"Oncotarget","ONCOTARGET","1949-2553","1949-2553","ONCOLOGY - SCIE","5.168","0.079",
"BRIEFINGS IN BIOINFORMATICS","BRIEF BIOINFORM","1467-5463","1477-4054","BIOCHEMICAL RESEARCH METHODS - SCIE","5.134","0.014",
"INTERNATIONAL JOURNAL OF RADIATION ONCOLOGY BIOLOGY PHYSICS","INT J RADIAT ONCOL","0360-3016","1879-355X","ONCOLOGY - SCIE","5.133","0.06",
"INTERNATIONAL JOURNAL OF RADIATION ONCOLOGY BIOLOGY PHYSICS","INT J RADIAT ONCOL","0360-3016","1879-355X","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","5.133","0.06",
"CARCINOGENESIS","CARCINOGENESIS","0143-3334","1460-2180","ONCOLOGY - SCIE","5.105","0.026",
"EXPERIMENTAL AND MOLECULAR MEDICINE","EXP MOL MED","1226-3613","2092-6413","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","5.063","0.007",
"Biochimica et Biophysica Acta-Gene Regulatory Mechanisms","BBA-GENE REGUL MECH","1874-9399","1876-4320","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","5.018","0.019",
"NEOPLASIA","NEOPLASIA","1476-5586","1476-5586","ONCOLOGY - SCIE","5.006","0.011",
"ACS Chemical Biology","ACS CHEM BIOL","1554-8929","1554-8937","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","4.995","0.036",
"Clinical Epigenetics","CLIN EPIGENETICS","1868-7083","1868-7083","ONCOLOGY - SCIE","4.987","0.004",
"MOLECULAR CANCER RESEARCH","MOL CANCER RES","1541-7786","1557-3125","ONCOLOGY - SCIE","4.974","0.016",
"CRITICAL REVIEWS IN ONCOLOGY HEMATOLOGY","CRIT REV ONCOL HEMAT","1040-8428","1879-0461","ONCOLOGY - SCIE","4.971","0.011",
"ONCOLOGIST","ONCOLOGIST","1083-7159","1549-490X","ONCOLOGY - SCIE","4.962","0.022",
"GYNECOLOGIC ONCOLOGY","GYNECOL ONCOL","0090-8258","1095-6859","ONCOLOGY - SCIE","4.959","0.038",
"ANALYTICA CHIMICA ACTA","ANAL CHIM ACTA","0003-2670","1873-4324","CHEMISTRY, ANALYTICAL - SCIE","4.95","0.048",
"STRUCTURE","STRUCTURE","0969-2126","1878-4186","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","4.945","0.041",
"PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES","P ROY SOC B-BIOL SCI","0962-8452","1471-2954","BIOLOGY - SCIE","4.94","0.088",
"BIOCHIMICA ET BIOPHYSICA ACTA-BIOENERGETICS","BBA-BIOENERGETICS","0005-2728","1879-2650","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","4.932","0.023",
"INORGANIC CHEMISTRY","INORG CHEM","0020-1669","1520-510X","CHEMISTRY, INORGANIC & NUCLEAR - SCIE","4.857","0.109",
"BIOCONJUGATE CHEMISTRY","BIOCONJUGATE CHEM","1043-1802","1520-4812","BIOCHEMICAL RESEARCH METHODS - SCIE","4.818","0.023",
"BIOCONJUGATE CHEMISTRY","BIOCONJUGATE CHEM","1043-1802","1520-4812","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","4.818","0.023",
"BIOCONJUGATE CHEMISTRY","BIOCONJUGATE CHEM","1043-1802","1520-4812","CHEMISTRY, MULTIDISCIPLINARY - SCIE","4.818","0.023",
"CARBOHYDRATE POLYMERS","CARBOHYD POLYM","0144-8617","1879-1344","CHEMISTRY, APPLIED - SCIE","4.811","0.064",
"JOURNAL OF LIPID RESEARCH","J LIPID RES","0022-2275","1539-7262","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","4.81","0.03",
"ChemCatChem","CHEMCATCHEM","1867-3880","1867-3899","CHEMISTRY, PHYSICAL - SCIE","4.803","0.03",
"ORAL ONCOLOGY","ORAL ONCOL","1368-8375","1879-0593","ONCOLOGY - SCIE","4.794","0.014",
"Reviews of Physiology Biochemistry and Pharmacology","REV PHYSIOL BIOCH P","0303-4240","N/A","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","4.769","0.001",
"FOOD HYDROCOLLOIDS","FOOD HYDROCOLLOID","0268-005X","1873-7137","CHEMISTRY, APPLIED - SCIE","4.747","0.022",
"CANCER IMMUNOLOGY IMMUNOTHERAPY","CANCER IMMUNOL IMMUN","0340-7004","1432-0851","ONCOLOGY - SCIE","4.711","0.014",
"ULTRASOUND IN OBSTETRICS & GYNECOLOGY","ULTRASOUND OBST GYN","0960-7692","1469-0705","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","4.71","0.019",
"BIOCHIMICA ET BIOPHYSICA ACTA-GENERAL SUBJECTS","BBA-GEN SUBJECTS","0304-4165","1872-8006","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","4.702","0.026",
"CANCER AND METASTASIS REVIEWS","CANCER METAST REV","0167-7659","1573-7233","ONCOLOGY - SCIE","4.697","0.007",
"Journal of the National Comprehensive Cancer Network","J NATL COMPR CANC NE","1540-1405","1540-1413","ONCOLOGY - SCIE","4.675","0.014",
"CATALYSIS TODAY","CATAL TODAY","0920-5861","1873-4308","CHEMISTRY, APPLIED - SCIE","4.636","0.032",
"CATALYSIS TODAY","CATAL TODAY","0920-5861","1873-4308","CHEMISTRY, PHYSICAL - SCIE","4.636","0.032",
"JOURNAL OF MOLECULAR BIOLOGY","J MOL BIOL","0022-2836","1089-8638","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","4.632","0.057",
"RNA","RNA","1355-8382","1469-9001","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","4.605","0.03",
"ADDICTION BIOLOGY","ADDICT BIOL","1355-6215","1369-1600","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","4.603","0.009",
"MICROCHIMICA ACTA","MICROCHIM ACTA","0026-3672","1436-5073","CHEMISTRY, ANALYTICAL - SCIE","4.58","0.009",
"CLINICAL NUCLEAR MEDICINE","CLIN NUCL MED","0363-9762","1536-0229","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","4.563","0.006",
"JOURNAL OF STEROID BIOCHEMISTRY AND MOLECULAR BIOLOGY","J STEROID BIOCHEM","0960-0760","1879-1220","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","4.561","0.013",
"Arabian Journal of Chemistry","ARAB J CHEM","1878-5352","1878-5379","CHEMISTRY, MULTIDISCIPLINARY - SCIE","4.553","0.006",
"PLoS Computational Biology","PLOS COMPUT BIOL","1553-734X","1553-7358","BIOCHEMICAL RESEARCH METHODS - SCIE","4.542","0.087",
"Journal of Physical Chemistry C","J PHYS CHEM C","1932-7447","1932-7455","CHEMISTRY, PHYSICAL - SCIE","4.536","0.269",
"HUMAN BRAIN MAPPING","HUM BRAIN MAPP","1065-9471","1097-0193","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","4.53","0.042",
"FOOD CHEMISTRY","FOOD CHEM","0308-8146","1873-7072","CHEMISTRY, APPLIED - SCIE","4.529","0.101",
"BIOCHIMICA ET BIOPHYSICA ACTA-MOLECULAR CELL RESEARCH","BBA-MOL CELL RES","0167-4889","1879-2596","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","4.521","0.037",
"EUROPEAN JOURNAL OF MEDICINAL CHEMISTRY","EUR J MED CHEM","0223-5234","1768-3254","CHEMISTRY, MEDICINAL - SCIE","4.519","0.039",
"JOURNAL OF NUTRITIONAL BIOCHEMISTRY","J NUTR BIOCHEM","0955-2863","1873-4847","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","4.518","0.014",
"Clinical Colorectal Cancer","CLIN COLORECTAL CANC","1533-0028","1938-0674","ONCOLOGY - SCIE","4.507","0.002",
"PARTICLE & PARTICLE SYSTEMS CHARACTERIZATION","PART PART SYST CHAR","0934-0866","1521-4117","CHEMISTRY, PHYSICAL - SCIE","4.474","0.005",
"BIOESSAYS","BIOESSAYS","0265-9247","1521-1878","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","4.441","0.017",
"BIOESSAYS","BIOESSAYS","0265-9247","1521-1878","BIOLOGY - SCIE","4.441","0.017",
"INTERNATIONAL REVIEWS IN PHYSICAL CHEMISTRY","INT REV PHYS CHEM","0144-235X","1366-591X","CHEMISTRY, PHYSICAL - SCIE","4.438","0.002",
"JOURNAL OF INDUSTRIAL AND ENGINEERING CHEMISTRY","J IND ENG CHEM","1226-086X","1876-794X","CHEMISTRY, MULTIDISCIPLINARY - SCIE","4.421","0.019",
"MOLECULAR PHYLOGENETICS AND EVOLUTION","MOL PHYLOGENET EVOL","1055-7903","1095-9513","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","4.419","0.029",
"CHROMOSOMA","CHROMOSOMA","0009-5915","1432-0886","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","4.414","0.006",
"EXPERT REVIEWS IN MOLECULAR MEDICINE","EXPERT REV MOL MED","1462-3994","1462-3994","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","4.405","0.003",
"MOLECULAR AND CELLULAR BIOLOGY","MOL CELL BIOL","0270-7306","1098-5549","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","4.398","0.058",
"Epigenetics","EPIGENETICS-US","1559-2294","1559-2308","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","4.394","0.017",
"APPLIED CATALYSIS A-GENERAL","APPL CATAL A-GEN","0926-860X","1873-3875","CHEMISTRY, PHYSICAL - SCIE","4.339","0.032",
"MOLECULAR PLANT-MICROBE INTERACTIONS","MOL PLANT MICROBE IN","0894-0282","1943-7706","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","4.332","0.013",
"Journal of Biophotonics","J BIOPHOTONICS","1864-063X","1864-0648","BIOCHEMICAL RESEARCH METHODS - SCIE","4.328","0.006",
"RADIOTHERAPY AND ONCOLOGY","RADIOTHER ONCOL","0167-8140","1879-0887","ONCOLOGY - SCIE","4.328","0.028",
"RADIOTHERAPY AND ONCOLOGY","RADIOTHER ONCOL","0167-8140","1879-0887","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","4.328","0.028",
"Journal of Breath Research","J BREATH RES","1752-7155","1752-7163","BIOCHEMICAL RESEARCH METHODS - SCIE","4.318","0.002",
"LUNG CANCER","LUNG CANCER","0169-5002","1872-8332","ONCOLOGY - SCIE","4.294","0.02",
"JOURNAL OF ENZYME INHIBITION AND MEDICINAL CHEMISTRY","J ENZYM INHIB MED CH","1475-6366","1475-6374","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","4.293","0.005",
"JOURNAL OF ENZYME INHIBITION AND MEDICINAL CHEMISTRY","J ENZYM INHIB MED CH","1475-6366","1475-6374","CHEMISTRY, MEDICINAL - SCIE","4.293","0.005",
"Journal of CO2 Utilization","J CO2 UTIL","2212-9820","2212-9839","CHEMISTRY, MULTIDISCIPLINARY - SCIE","4.292","0.002",
"EUROPEAN JOURNAL OF HUMAN GENETICS","EUR J HUM GENET","1018-4813","1476-5438","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","4.287","0.025",
"Advanced Materials Interfaces","ADV MATER INTERFACES","2196-7350","2196-7350","CHEMISTRY, MULTIDISCIPLINARY - SCIE","4.279","0.007",
"JOURNAL OF PROTEOME RESEARCH","J PROTEOME RES","1535-3893","1535-3907","BIOCHEMICAL RESEARCH METHODS - SCIE","4.268","0.049",
"QUARTERLY REVIEW OF BIOLOGY","Q REV BIOL","0033-5770","1539-7718","BIOLOGY - SCIE","4.25","0.002",
"JOURNAL OF COLLOID AND INTERFACE SCIENCE","J COLLOID INTERF SCI","0021-9797","1095-7103","CHEMISTRY, PHYSICAL - SCIE","4.233","0.052",
"Journal of Cheminformatics","J CHEMINFORMATICS","1758-2946","1758-2946","CHEMISTRY, MULTIDISCIPLINARY - SCIE","4.22","0.006",
"CANCER JOURNAL","CANCER J","1528-9117","1540-336X","ONCOLOGY - SCIE","4.218","0.006",
"ULTRASONICS SONOCHEMISTRY","ULTRASON SONOCHEM","1350-4177","1873-2828","CHEMISTRY, MULTIDISCIPLINARY - SCIE","4.218","0.013",
"JOURNAL OF MOLECULAR CATALYSIS A-CHEMICAL","J MOL CATAL A-CHEM","1381-1169","1873-314X","CHEMISTRY, PHYSICAL - SCIE","4.211","0.016",
"JOURNAL OF PHYSICAL AND CHEMICAL REFERENCE DATA","J PHYS CHEM REF DATA","0047-2689","1529-7845","CHEMISTRY, MULTIDISCIPLINARY - SCIE","4.204","0.002",
"JOURNAL OF PHYSICAL AND CHEMICAL REFERENCE DATA","J PHYS CHEM REF DATA","0047-2689","1529-7845","CHEMISTRY, PHYSICAL - SCIE","4.204","0.002",
"MEDICAL IMAGE ANALYSIS","MED IMAGE ANAL","1361-8415","1361-8423","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","4.188","0.011",
"MOLECULAR CARCINOGENESIS","MOL CARCINOGEN","0899-1987","1098-2744","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","4.185","0.008",
"MOLECULAR CARCINOGENESIS","MOL CARCINOGEN","0899-1987","1098-2744","ONCOLOGY - SCIE","4.185","0.008",
"NITRIC OXIDE-BIOLOGY AND CHEMISTRY","NITRIC OXIDE-BIOL CH","1089-8603","1089-8611","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","4.181","0.005",
"TALANTA","TALANTA","0039-9140","1873-3573","CHEMISTRY, ANALYTICAL - SCIE","4.162","0.044",
"Oncogenesis","ONCOGENESIS","2157-9024","2157-9024","ONCOLOGY - SCIE","4.143","0.003",
"CANCER EPIDEMIOLOGY BIOMARKERS & PREVENTION","CANCER EPIDEM BIOMAR","1055-9965","1538-7755","ONCOLOGY - SCIE","4.142","0.033",
"Science China-Chemistry","SCI CHINA CHEM","1674-7291","1869-1870","CHEMISTRY, MULTIDISCIPLINARY - SCIE","4.132","0.008",
"JOURNAL OF BIOLOGICAL CHEMISTRY","J BIOL CHEM","0021-9258","1083-351X","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","4.125","0.393",
"PHYSICAL CHEMISTRY CHEMICAL PHYSICS","PHYS CHEM CHEM PHYS","1463-9076","1463-9084","CHEMISTRY, PHYSICAL - SCIE","4.123","0.205",
"Chinese Journal of Cancer","CHIN J CANCER","1000-467X","1944-446X","ONCOLOGY - SCIE","4.111","0.004",
"AMERICAN JOURNAL OF RESPIRATORY CELL AND MOLECULAR BIOLOGY","AM J RESP CELL MOL","1044-1549","1535-4989","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","4.1","0.019",
"Acta Crystallographica Section C-Structural Chemistry","ACTA CRYSTALLOGR C","2053-2296","2053-2296","CHEMISTRY, MULTIDISCIPLINARY - SCIE","4.099","0.005",
"CURRENT OPINION IN LIPIDOLOGY","CURR OPIN LIPIDOL","0957-9672","1473-6535","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","4.096","0.007",
"PROGRESS IN SOLID STATE CHEMISTRY","PROG SOLID STATE CH","0079-6786","1873-1643","CHEMISTRY, INORGANIC & NUCLEAR - SCIE","4.087","0.001",
"Chemistry-An Asian Journal","CHEM-ASIAN J","1861-4728","1861-471X","CHEMISTRY, MULTIDISCIPLINARY - SCIE","4.083","0.025",
"JOURNAL OF NEUROCHEMISTRY","J NEUROCHEM","0022-3042","1471-4159","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","4.083","0.03",
"Journal of Ginseng Research","J GINSENG RES","1226-8453","2093-4947","CHEMISTRY, MEDICINAL - SCIE","4.082","0.002",
"RUSSIAN CHEMICAL REVIEWS","RUSS CHEM REV+","0036-021X","1468-4837","CHEMISTRY, MULTIDISCIPLINARY - SCIE","4.058","0.003",
"CRYSTAL GROWTH & DESIGN","CRYST GROWTH DES","1528-7483","1528-7505","CHEMISTRY, MULTIDISCIPLINARY - SCIE","4.055","0.044",
"Journal of Genetics and Genomics","J GENET GENOMICS","1673-8527","1873-5533","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","4.051","0.004",
"ANNALS OF SURGICAL ONCOLOGY","ANN SURG ONCOL","1068-9265","1534-4681","ONCOLOGY - SCIE","4.041","0.056",
"PROTEOMICS","PROTEOMICS","1615-9853","1615-9861","BIOCHEMICAL RESEARCH METHODS - SCIE","4.041","0.027",
"PROTEOMICS","PROTEOMICS","1615-9853","1615-9861","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","4.041","0.027",
"Inorganic Chemistry Frontiers","INORG CHEM FRONT","2052-1553","2052-1553","CHEMISTRY, INORGANIC & NUCLEAR - SCIE","4.036","0.003",
"Topics in Current Chemistry","TOPICS CURR CHEM","2365-0869","2364-8961","CHEMISTRY, MULTIDISCIPLINARY - SCIE","4.033","0.011",
"DALTON TRANSACTIONS","DALTON T","1477-9226","1477-9234","CHEMISTRY, INORGANIC & NUCLEAR - SCIE","4.029","0.102",
"CRITICAL REVIEWS IN ANALYTICAL CHEMISTRY","CRIT REV ANAL CHEM","1040-8347","1547-6510","CHEMISTRY, ANALYTICAL - SCIE","4","0.001",
"JOURNAL OF ENVIRONMENTAL SCIENCE AND HEALTH PART C-ENVIRONMENTAL CARCINOGENESIS & ECOTOXICOLOGY REVIEWS","J ENVIRON SCI HEAL C","1059-0501","1532-4095","ONCOLOGY - SCIE","4","0.001",
"Frontiers in Chemistry","FRONT CHEM","2296-2646","2296-2646","CHEMISTRY, MULTIDISCIPLINARY - SCIE","3.994","0.003",
"Cancer Prevention Research","CANCER PREV RES","1940-6207","1940-6215","ONCOLOGY - SCIE","3.985","0.016",
"JOURNAL OF CHROMATOGRAPHY A","J CHROMATOGR A","0021-9673","1873-3778","BIOCHEMICAL RESEARCH METHODS - SCIE","3.981","0.059",
"JOURNAL OF CHROMATOGRAPHY A","J CHROMATOGR A","0021-9673","1873-3778","CHEMISTRY, ANALYTICAL - SCIE","3.981","0.059",
"Metallomics","METALLOMICS","1756-5901","1756-591X","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.975","0.011",
"CANCER SCIENCE","CANCER SCI","1347-9032","1349-7006","ONCOLOGY - SCIE","3.974","0.017",
"EUROPEAN RADIOLOGY","EUR RADIOL","0938-7994","1432-1084","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","3.967","0.033",
"ONCOLOGY-NEW YORK","ONCOLOGY-NY","0890-9091","2767-7389","ONCOLOGY - SCIE","3.963","0.004",
"Journal of Integrative Plant Biology","J INTEGR PLANT BIOL","1672-9072","1744-7909","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.962","0.007",
"IEEE TRANSACTIONS ON MEDICAL IMAGING","IEEE T MED IMAGING","0278-0062","1558-254X","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","3.942","0.02",
"JOURNAL OF NUCLEAR CARDIOLOGY","J NUCL CARDIOL","1071-3581","1532-6551","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","3.93","0.004",
"MAGNETIC RESONANCE IN MEDICINE","MAGN RESON MED","0740-3194","1522-2594","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","3.924","0.036",
"JOURNAL OF IMMUNOTHERAPY","J IMMUNOTHER","1524-9557","1537-4513","ONCOLOGY - SCIE","3.915","0.006",
"Journal of Proteomics","J PROTEOMICS","1874-3919","1876-7737","BIOCHEMICAL RESEARCH METHODS - SCIE","3.914","0.026",
"FEBS Journal","FEBS J","1742-464X","1742-4658","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.902","0.039",
"RNA Biology","RNA BIOL","1547-6286","1555-8584","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.9","0.019",
"MOLECULAR MICROBIOLOGY","MOL MICROBIOL","0950-382X","1365-2958","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.898","0.044",
"ULTRASCHALL IN DER MEDIZIN","ULTRASCHALL MED","0172-4614","1438-8782","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","3.892","0.004",
"Soft Matter","SOFT MATTER","1744-683X","1744-6848","CHEMISTRY, PHYSICAL - SCIE","3.889","0.099",
"COLLOIDS AND SURFACES B-BIOINTERFACES","COLLOID SURFACE B","0927-7765","1873-4367","CHEMISTRY, PHYSICAL - SCIE","3.887","0.036",
"ANALYST","ANALYST","0003-2654","1364-5528","CHEMISTRY, ANALYTICAL - SCIE","3.885","0.051",
"ACS Chemical Neuroscience","ACS CHEM NEUROSCI","1948-7193","1948-7193","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.883","0.011",
"ACS Chemical Neuroscience","ACS CHEM NEUROSCI","1948-7193","1948-7193","CHEMISTRY, MEDICINAL - SCIE","3.883","0.011",
"BONE MARROW TRANSPLANTATION","BONE MARROW TRANSPL","0268-3369","1476-5365","ONCOLOGY - SCIE","3.874","0.021",
"International Journal of Biological Sciences","INT J BIOL SCI","1449-2288","1449-2288","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.873","0.01",
"ORGANOMETALLICS","ORGANOMETALLICS","0276-7333","1520-6041","CHEMISTRY, INORGANIC & NUCLEAR - SCIE","3.862","0.051",
"International Review of Cell and Molecular Biology","INT REV CEL MOL BIO","1937-6448","N/A","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.856","0.005",
"CHEMICAL RECORD","CHEM REC","1527-8999","1528-0691","CHEMISTRY, MULTIDISCIPLINARY - SCIE","3.855","0.004",
"Cancer Management and Research","CANCER MANAG RES","1179-1322","1179-1322","ONCOLOGY - SCIE","3.851","0.002",
"Expert Review of Proteomics","EXPERT REV PROTEOMIC","1478-9450","1744-8387","BIOCHEMICAL RESEARCH METHODS - SCIE","3.849","0.003",
"APOPTOSIS","APOPTOSIS","1360-8185","1573-675X","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.833","0.008",
"LANGMUIR","LANGMUIR","0743-7463","1520-5827","CHEMISTRY, MULTIDISCIPLINARY - SCIE","3.833","0.138",
"LANGMUIR","LANGMUIR","0743-7463","1520-5827","CHEMISTRY, PHYSICAL - SCIE","3.833","0.138",
"CANCER CYTOPATHOLOGY","CANCER CYTOPATHOL","1934-662X","1934-6638","ONCOLOGY - SCIE","3.818","0.004",
"Proteomics Clinical Applications","PROTEOM CLIN APPL","1862-8346","1862-8354","BIOCHEMICAL RESEARCH METHODS - SCIE","3.814","0.004",
"New Biotechnology","NEW BIOTECHNOL","1871-6784","1876-4347","BIOCHEMICAL RESEARCH METHODS - SCIE","3.813","0.005",
"METHODS","METHODS","1046-2023","1095-9130","BIOCHEMICAL RESEARCH METHODS - SCIE","3.802","0.023",
"METHODS","METHODS","1046-2023","1095-9130","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.802","0.023",
"BIOCHEMICAL JOURNAL","BIOCHEM J","0264-6021","1470-8728","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.797","0.045",
"CELLULAR ONCOLOGY","CELL ONCOL","2211-3428","2211-3436","ONCOLOGY - SCIE","3.786","0.002",
"Cancer Research and Treatment","CANCER RES TREAT","1598-2998","2005-9256","ONCOLOGY - SCIE","3.772","0.003",
"Journal of Chemical Information and Modeling","J CHEM INF MODEL","1549-9596","1549-960X","CHEMISTRY, MEDICINAL - SCIE","3.76","0.022",
"Journal of Chemical Information and Modeling","J CHEM INF MODEL","1549-9596","1549-960X","CHEMISTRY, MULTIDISCIPLINARY - SCIE","3.76","0.022",
"INSECT BIOCHEMISTRY AND MOLECULAR BIOLOGY","INSECT BIOCHEM MOLEC","0965-1748","1879-0240","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.756","0.008",
"FUEL PROCESSING TECHNOLOGY","FUEL PROCESS TECHNOL","0378-3820","1873-7188","CHEMISTRY, APPLIED - SCIE","3.752","0.022",
"ACS Medicinal Chemistry Letters","ACS MED CHEM LETT","1948-5875","N/A","CHEMISTRY, MEDICINAL - SCIE","3.746","0.015",
"PROSTATE CANCER AND PROSTATIC DISEASES","PROSTATE CANCER P D","1365-7852","1476-5608","ONCOLOGY - SCIE","3.723","0.005",
"Hormones & Cancer","HORM CANCER-US","1868-8497","1868-8500","ONCOLOGY - SCIE","3.709","0.002",
"GENES CHROMOSOMES & CANCER","GENE CHROMOSOME CANC","1045-2257","1098-2264","ONCOLOGY - SCIE","3.696","0.009",
"INTERNATIONAL JOURNAL OF BIOLOGICAL MACROMOLECULES","INT J BIOL MACROMOL","0141-8130","1879-0003","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.671","0.024",
"INTERNATIONAL JOURNAL OF BIOLOGICAL MACROMOLECULES","INT J BIOL MACROMOL","0141-8130","1879-0003","CHEMISTRY, APPLIED - SCIE","3.671","0.024",
"UROLOGIC ONCOLOGY-SEMINARS AND ORIGINAL INVESTIGATIONS","UROL ONCOL-SEMIN ORI","1078-1439","1873-2496","ONCOLOGY - SCIE","3.668","0.013",
"Current Opinion in Insect Science","CURR OPIN INSECT SCI","2214-5745","2214-5753","BIOLOGY - SCIE","3.66","0.003",
"Journal of Biological Engineering","J BIOL ENG","1754-1611","1754-1611","BIOCHEMICAL RESEARCH METHODS - SCIE","3.66","0.002",
"Topics in Organometallic Chemistry","TOP ORGANOMETAL CHEM","1436-6002","1616-8534","CHEMISTRY, INORGANIC & NUCLEAR - SCIE","3.654","0.003",
"CANCER GENE THERAPY","CANCER GENE THER","0929-1903","1476-5500","ONCOLOGY - SCIE","3.652","0.004",
"TUMOR BIOLOGY","TUMOR BIOL","1010-4283","1423-0380","ONCOLOGY - SCIE","3.65","0.031",
"Biotechnology Journal","BIOTECHNOL J","1860-6768","1860-7314","BIOCHEMICAL RESEARCH METHODS - SCIE","3.649","0.01",
"JOURNAL OF MOLECULAR LIQUIDS","J MOL LIQ","0167-7322","1873-3166","CHEMISTRY, PHYSICAL - SCIE","3.648","0.014",
"SEMINARS IN NUCLEAR MEDICINE","SEMIN NUCL MED","0001-2998","1558-4623","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","3.63","0.003",
"BREAST CANCER RESEARCH AND TREATMENT","BREAST CANCER RES TR","0167-6806","1573-7217","ONCOLOGY - SCIE","3.626","0.046",
"FEBS LETTERS","FEBS LETT","0014-5793","1873-3468","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.623","0.05",
"MICROPOROUS AND MESOPOROUS MATERIALS","MICROPOR MESOPOR MAT","1387-1811","1873-3093","CHEMISTRY, APPLIED - SCIE","3.615","0.026",
"MICROPOROUS AND MESOPOROUS MATERIALS","MICROPOR MESOPOR MAT","1387-1811","1873-3093","CHEMISTRY, PHYSICAL - SCIE","3.615","0.026",
"ACS Infectious Diseases","ACS INFECT DIS","2373-8227","N/A","CHEMISTRY, MEDICINAL - SCIE","3.6","0.001",
"Environmental Chemistry Letters","ENVIRON CHEM LETT","1610-3653","1610-3661","CHEMISTRY, MULTIDISCIPLINARY - SCIE","3.594","0.003",
