"Journal Data Filtered By:  Selected Categories: Multiple Selected Editions: SCIE;SSCI Selected JCR Year: 2005 Selected Category Schema: WOS Selected Open Access: N Indicator: Custom"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,2005 JIF,Eigenfactor
"NEOPLASIA","NEOPLASIA","1522-8002","1476-5586","ONCOLOGY - SCIE","3.85","N/A",
"BIOCHEMISTRY","BIOCHEMISTRY-US","0006-2960","1520-4995","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.848","N/A",
"CANCER SCIENCE","CANCER SCI","1347-9032","1349-7006","ONCOLOGY - SCIE","3.829","N/A",
"MOLECULAR MEMBRANE BIOLOGY","MOL MEMBR BIOL","0968-7688","1464-5203","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.821","N/A",
"APPLIED CATALYSIS B-ENVIRONMENTAL","APPL CATAL B-ENVIRON","0926-3373","1873-3883","CHEMISTRY, PHYSICAL - SCIE","3.809","N/A",
"CHEMICAL RECORD","CHEM REC","1527-8999","1528-0691","CHEMISTRY, MULTIDISCIPLINARY - SCIE","3.8","N/A",
"JOURNAL OF COMPUTATIONAL CHEMISTRY","J COMPUT CHEM","0192-8651","1096-987X","CHEMISTRY, MULTIDISCIPLINARY - SCIE","3.786","N/A",
"JOURNAL OF MOLECULAR RECOGNITION","J MOL RECOGNIT","0952-3499","1099-1352","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.712","N/A",
"EUROPEAN JOURNAL OF CANCER","EUR J CANCER","0959-8049","1879-0852","ONCOLOGY - SCIE","3.706","N/A",
"LANGMUIR","LANGMUIR","0743-7463","1520-5827","CHEMISTRY, PHYSICAL - SCIE","3.705","N/A",
"JOURNAL OF CONTROLLED RELEASE","J CONTROL RELEASE","0168-3659","1873-4995","CHEMISTRY, MULTIDISCIPLINARY - SCIE","3.696","N/A",
"JOURNAL OF MATERIALS CHEMISTRY","J MATER CHEM","0959-9428","1364-5501","CHEMISTRY, PHYSICAL - SCIE","3.688","N/A",
"SEMINARS IN RADIATION ONCOLOGY","SEMIN RADIAT ONCOL","1053-4296","1532-9461","ONCOLOGY - SCIE","3.675","N/A",
"SEMINARS IN RADIATION ONCOLOGY","SEMIN RADIAT ONCOL","1053-4296","1532-9461","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","3.675","N/A",
"FARADAY DISCUSSIONS","FARADAY DISCUSS","1364-5498","1364-5498","CHEMISTRY, PHYSICAL - SCIE","3.652","N/A",
"JOURNAL OF IMMUNOTHERAPY","J IMMUNOTHER","1524-9557","1537-4513","ONCOLOGY - SCIE","3.644","N/A",
"JOURNAL OF ANALYTICAL ATOMIC SPECTROMETRY","J ANAL ATOM SPECTROM","0267-9477","1364-5544","CHEMISTRY, ANALYTICAL - SCIE","3.64","N/A",
"SEMINARS IN ONCOLOGY","SEMIN ONCOL","0093-7754","1532-8708","ONCOLOGY - SCIE","3.634","N/A",
"JOURNAL OF THE AMERICAN SOCIETY FOR MASS SPECTROMETRY","J AM SOC MASS SPECTR","1044-0305","1879-1123","CHEMISTRY, ANALYTICAL - SCIE","3.625","N/A",
"JOURNAL OF THE AMERICAN SOCIETY FOR MASS SPECTROMETRY","J AM SOC MASS SPECTR","1044-0305","1879-1123","CHEMISTRY, PHYSICAL - SCIE","3.625","N/A",
"BIOMACROMOLECULES","BIOMACROMOLECULES","1525-7797","1526-4602","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.618","N/A",
"PROTEIN SCIENCE","PROTEIN SCI","0961-8368","1469-896X","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.618","N/A",
"GLYCOCONJUGATE JOURNAL","GLYCOCONJUGATE J","0282-0080","1573-4986","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.612","N/A",
"CHEMPHYSCHEM","CHEMPHYSCHEM","1439-4235","1439-7641","CHEMISTRY, PHYSICAL - SCIE","3.607","N/A",
"JOURNAL OF CELLULAR AND MOLECULAR MEDICINE","J CELL MOL MED","1582-1838","1582-4934","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.606","N/A",
"JOURNAL OF CELLULAR BIOCHEMISTRY","J CELL BIOCHEM","0730-2312","1097-4644","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.591","N/A",
"METHODS","METHODS","1046-2023","1095-9130","BIOCHEMICAL RESEARCH METHODS - SCIE","3.591","N/A",
"METHODS","METHODS","1046-2023","1095-9130","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.591","N/A",
"JOURNAL OF BIOMEDICAL OPTICS","J BIOMED OPT","1083-3668","1560-2281","BIOCHEMICAL RESEARCH METHODS - SCIE","3.557","N/A",
"JOURNAL OF BIOMEDICAL OPTICS","J BIOMED OPT","1083-3668","1560-2281","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","3.557","N/A",
"CRYSTAL GROWTH & DESIGN","CRYST GROWTH DES","1528-7483","1528-7505","CHEMISTRY, MULTIDISCIPLINARY - SCIE","3.551","N/A",
"GLYCOBIOLOGY","GLYCOBIOLOGY","0959-6658","1460-2423","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.512","N/A",
"PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES","P ROY SOC B-BIOL SCI","0962-8452","1471-2954","BIOLOGY - SCIE","3.51","N/A",
"MAGNETIC RESONANCE IN MEDICINE","MAGN RESON MED","0740-3194","1522-2594","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","3.508","N/A",
"JOURNAL OF STRUCTURAL BIOLOGY","J STRUCT BIOL","1047-8477","1095-8657","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.49","N/A",
"STRAHLENTHERAPIE UND ONKOLOGIE","STRAHLENTHER ONKOL","0179-7158","1439-099X","ONCOLOGY - SCIE","3.49","N/A",
"STRAHLENTHERAPIE UND ONKOLOGIE","STRAHLENTHER ONKOL","0179-7158","1439-099X","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","3.49","N/A",
"ORGANOMETALLICS","ORGANOMETALLICS","0276-7333","1520-6041","CHEMISTRY, INORGANIC & NUCLEAR - SCIE","3.473","N/A",
"BIOSENSORS & BIOELECTRONICS","BIOSENS BIOELECTRON","0956-5663","1873-4235","CHEMISTRY, ANALYTICAL - SCIE","3.463","N/A",
"JOURNAL OF COMBINATORIAL CHEMISTRY","J COMB CHEM","1520-4766","N/A","CHEMISTRY, APPLIED - SCIE","3.459","N/A",
"JOURNAL OF COMBINATORIAL CHEMISTRY","J COMB CHEM","1520-4766","N/A","CHEMISTRY, MEDICINAL - SCIE","3.459","N/A",
"JOURNAL OF COMBINATORIAL CHEMISTRY","J COMB CHEM","1520-4766","N/A","CHEMISTRY, MULTIDISCIPLINARY - SCIE","3.459","N/A",
"ANNALS OF SURGICAL ONCOLOGY","ANN SURG ONCOL","1068-9265","1534-4681","ONCOLOGY - SCIE","3.456","N/A",
"PROGRESS IN SURFACE SCIENCE","PROG SURF SCI","0079-6816","1878-4240","CHEMISTRY, PHYSICAL - SCIE","3.438","N/A",
"MOLECULAR PHYLOGENETICS AND EVOLUTION","MOL PHYLOGENET EVOL","1055-7903","1095-9513","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.431","N/A",
"CARBON","CARBON","0008-6223","1873-3891","CHEMISTRY, PHYSICAL - SCIE","3.419","N/A",
"FEBS LETTERS","FEBS LETT","0014-5793","1873-3468","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.415","N/A",
"EJC SUPPLEMENTS","EJC SUPPL","1359-6349","1878-1217","ONCOLOGY - SCIE","3.39","N/A",
"MICROPOROUS AND MESOPOROUS MATERIALS","MICROPOR MESOPOR MAT","1387-1811","1873-3093","CHEMISTRY, APPLIED - SCIE","3.355","N/A",
"MICROPOROUS AND MESOPOROUS MATERIALS","MICROPOR MESOPOR MAT","1387-1811","1873-3093","CHEMISTRY, PHYSICAL - SCIE","3.355","N/A",
"MOLECULAR MEDICINE","MOL MED","1076-1551","1528-3658","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.349","N/A",
"CHROMOSOMA","CHROMOSOMA","0009-5915","1432-0886","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.34","N/A",
"CHEMICAL RESEARCH IN TOXICOLOGY","CHEM RES TOXICOL","0893-228X","1520-5010","CHEMISTRY, MEDICINAL - SCIE","3.339","N/A",
"CHEMICAL RESEARCH IN TOXICOLOGY","CHEM RES TOXICOL","0893-228X","1520-5010","CHEMISTRY, MULTIDISCIPLINARY - SCIE","3.339","N/A",
"PLANT MOLECULAR BIOLOGY","PLANT MOL BIOL","0167-4412","1573-5028","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.328","N/A",
"RADIOTHERAPY AND ONCOLOGY","RADIOTHER ONCOL","0167-8140","1879-0887","ONCOLOGY - SCIE","3.304","N/A",
"RADIOTHERAPY AND ONCOLOGY","RADIOTHER ONCOL","0167-8140","1879-0887","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","3.304","N/A",
"CURRENT OPINION IN ONCOLOGY","CURR OPIN ONCOL","1040-8746","1531-703X","ONCOLOGY - SCIE","3.257","N/A",
"GREEN CHEMISTRY","GREEN CHEM","1463-9262","1463-9270","CHEMISTRY, MULTIDISCIPLINARY - SCIE","3.255","N/A",
"EUROPEAN JOURNAL OF HUMAN GENETICS","EUR J HUM GENET","1018-4813","1476-5438","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.251","N/A",
"JOURNAL OF BIOLOGICAL INORGANIC CHEMISTRY","J BIOL INORG CHEM","0949-8257","1432-1327","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.224","N/A",
"JOURNAL OF BIOLOGICAL INORGANIC CHEMISTRY","J BIOL INORG CHEM","0949-8257","1432-1327","CHEMISTRY, INORGANIC & NUCLEAR - SCIE","3.224","N/A",
"ESSAYS IN BIOCHEMISTRY","ESSAYS BIOCHEM","0071-1365","1744-1358","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.217","N/A",
"ADVANCES IN PROTEIN CHEMISTRY","ADV PROTEIN CHEM","0065-3233","N/A","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.212","N/A",
"CANCER CAUSES & CONTROL","CANCER CAUSE CONTROL","0957-5243","1573-7225","ONCOLOGY - SCIE","3.195","N/A",
"MEDICAL PHYSICS","MED PHYS","0094-2405","2473-4209","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","3.192","N/A",
"EUROPEAN JOURNAL OF SURGICAL ONCOLOGY","EUR J SURG ONCOL","0748-7983","N/A","ONCOLOGY - SCIE","3.184","N/A",
"INVESTIGATIVE RADIOLOGY","INVEST RADIOL","0020-9996","1536-0210","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","3.173","N/A",
"LUNG CANCER","LUNG CANCER-J IASLC","0169-5002","N/A","ONCOLOGY - SCIE","3.172","N/A",
"EUROPEAN JOURNAL OF BIOCHEMISTRY","EUR J BIOCHEM","0014-2956","N/A","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.164","N/A",
"ARCHIVES OF BIOCHEMISTRY AND BIOPHYSICS","ARCH BIOCHEM BIOPHYS","0003-9861","1096-0384","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.152","N/A",
"MEDICAL IMAGE ANALYSIS","MED IMAGE ANAL","1361-8415","1361-8423","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","3.149","N/A",
"OLIGONUCLEOTIDES","OLIGONUCLEOTIDES","1545-4576","1557-8526","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.143","N/A",
"BIOCHEMICAL SOCIETY TRANSACTIONS","BIOCHEM SOC T","0300-5127","1470-8752","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.099","N/A",
"RADIATION RESEARCH","RADIAT RES","0033-7587","1938-5404","BIOLOGY - SCIE","3.099","N/A",
"RADIATION RESEARCH","RADIAT RES","0033-7587","1938-5404","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","3.099","N/A",
"JOURNAL OF CHROMATOGRAPHY A","J CHROMATOGR A","0021-9673","1873-3778","BIOCHEMICAL RESEARCH METHODS - SCIE","3.096","N/A",
"JOURNAL OF CHROMATOGRAPHY A","J CHROMATOGR A","0021-9673","1873-3778","CHEMISTRY, ANALYTICAL - SCIE","3.096","N/A",
"RAPID COMMUNICATIONS IN MASS SPECTROMETRY","RAPID COMMUN MASS SP","0951-4198","1097-0231","CHEMISTRY, ANALYTICAL - SCIE","3.087","N/A",
"CANCER LETTERS","CANCER LETT","0304-3835","1872-7980","ONCOLOGY - SCIE","3.049","N/A",
"CHROMOSOME RESEARCH","CHROMOSOME RES","0967-3849","1573-6849","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3.007","N/A",
"DALTON TRANSACTIONS","DALTON T","1477-9226","1477-9234","CHEMISTRY, INORGANIC & NUCLEAR - SCIE","3.003","N/A",
"BIOCHEMICAL AND BIOPHYSICAL RESEARCH COMMUNICATIONS","BIOCHEM BIOPH RES CO","0006-291X","1090-2104","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","3","N/A",
"CANCER GENE THERAPY","CANCER GENE THER","0929-1903","1476-5500","ONCOLOGY - SCIE","3","N/A",
"SEMINARS IN NUCLEAR MEDICINE","SEMIN NUCL MED","0001-2998","1558-4623","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","3","N/A",
"NEUROCHEMISTRY INTERNATIONAL","NEUROCHEM INT","0197-0186","1872-9754","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.994","N/A",
"CANCER BIOLOGY & THERAPY","CANCER BIOL THER","1538-4047","1555-8576","ONCOLOGY - SCIE","2.981","N/A",
"BIOCHIMICA ET BIOPHYSICA ACTA-PROTEINS AND PROTEOMICS","BBA-PROTEINS PROTEOM","1570-9639","1878-1454","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.98","N/A",
"NUKLEARMEDIZIN-NUCLEAR MEDICINE","NUKLEARMED-NUCL MED","0029-5566","2567-6407","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","2.98","N/A",
"CRITICAL REVIEWS IN ONCOLOGY HEMATOLOGY","CRIT REV ONCOL HEMAT","1040-8428","1879-0461","ONCOLOGY - SCIE","2.962","N/A",
"NEUROGENETICS","NEUROGENETICS","1364-6745","1364-6753","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.938","N/A",
"COMMENTS ON INORGANIC CHEMISTRY","COMMENT INORG CHEM","0260-3594","1548-9574","CHEMISTRY, INORGANIC & NUCLEAR - SCIE","2.923","N/A",
"Journal of Chemical Information and Modeling","J CHEM INF MODEL","1549-9596","1549-960X","CHEMISTRY, MULTIDISCIPLINARY - SCIE","2.923","N/A",
"JOURNAL OF PHYSICAL CHEMISTRY A","J PHYS CHEM A","1089-5639","1520-5215","CHEMISTRY, PHYSICAL - SCIE","2.898","N/A",
"BIOCHEMISTRY AND CELL BIOLOGY-BIOCHIMIE ET BIOLOGIE CELLULAIRE","BIOCHEM CELL BIOL","0829-8211","1208-6002","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.87","N/A",
"JOURNAL OF STEROID BIOCHEMISTRY AND MOLECULAR BIOLOGY","J STEROID BIOCHEM","0960-0760","1879-1220","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.866","N/A",
"ANALYST","ANALYST","0003-2654","1364-5528","CHEMISTRY, ANALYTICAL - SCIE","2.858","N/A",
"CLINICAL & EXPERIMENTAL METASTASIS","CLIN EXP METASTAS","0262-0898","1573-7276","ONCOLOGY - SCIE","2.811","N/A",
"CATTECH","CATTECH","1384-6566","N/A","CHEMISTRY, PHYSICAL - SCIE","2.8","N/A",
"JOURNAL OF ENDOTOXIN RESEARCH","J ENDOTOXIN RES","0968-0519","N/A","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.791","N/A",
"JOURNAL OF PHYSICAL AND CHEMICAL REFERENCE DATA","J PHYS CHEM REF DATA","0047-2689","1529-7845","CHEMISTRY, MULTIDISCIPLINARY - SCIE","2.783","N/A",
"JOURNAL OF PHYSICAL AND CHEMICAL REFERENCE DATA","J PHYS CHEM REF DATA","0047-2689","1529-7845","CHEMISTRY, PHYSICAL - SCIE","2.783","N/A",
"JOURNAL OF BIOMOLECULAR SCREENING","J BIOMOL SCREEN","1087-0571","1552-454X","BIOCHEMICAL RESEARCH METHODS - SCIE","2.763","N/A",
"JOURNAL OF BIOMOLECULAR SCREENING","J BIOMOL SCREEN","1087-0571","1552-454X","CHEMISTRY, ANALYTICAL - SCIE","2.763","N/A",
"ANALYTICA CHIMICA ACTA","ANAL CHIM ACTA","0003-2670","1873-4324","CHEMISTRY, ANALYTICAL - SCIE","2.76","N/A",
"PHARMACEUTICAL RESEARCH","PHARM RES","0724-8741","N/A","CHEMISTRY, MULTIDISCIPLINARY - SCIE","2.752","N/A",
"BIOCHIMICA ET BIOPHYSICA ACTA-MOLECULAR AND CELL BIOLOGY OF LIPIDS","BBA-MOL CELL BIOL L","1388-1981","1879-2618","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.751","N/A",
"ADVANCES IN CATALYSIS","ADV CATAL","0360-0564","2163-0747","CHEMISTRY, PHYSICAL - SCIE","2.75","N/A",
"MAMMALIAN GENOME","MAMM GENOME","0938-8990","1432-1777","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.747","N/A",
"INSECT BIOCHEMISTRY AND MOLECULAR BIOLOGY","INSECT BIOCHEM MOLEC","0965-1748","1879-0240","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.733","N/A",
"MOLECULAR AND BIOCHEMICAL PARASITOLOGY","MOL BIOCHEM PARASIT","0166-6851","1872-9428","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.733","N/A",
"APPLIED CATALYSIS A-GENERAL","APPL CATAL A-GEN","0926-860X","1873-3875","CHEMISTRY, PHYSICAL - SCIE","2.728","N/A",
"JOURNAL OF EXPERIMENTAL BIOLOGY","J EXP BIOL","0022-0949","1477-9145","BIOLOGY - SCIE","2.712","N/A",
"JOURNAL OF MOLECULAR EVOLUTION","J MOL EVOL","0022-2844","1432-1432","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.703","N/A",
"ANALYTICAL AND BIOANALYTICAL CHEMISTRY","ANAL BIOANAL CHEM","1618-2642","1618-2650","BIOCHEMICAL RESEARCH METHODS - SCIE","2.695","N/A",
"ANALYTICAL AND BIOANALYTICAL CHEMISTRY","ANAL BIOANAL CHEM","1618-2642","1618-2650","CHEMISTRY, ANALYTICAL - SCIE","2.695","N/A",
"PHYSICS IN MEDICINE AND BIOLOGY","PHYS MED BIOL","0031-9155","1361-6560","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","2.683","N/A",
"INTERNATIONAL JOURNAL OF ONCOLOGY","INT J ONCOL","1019-6439","1791-2423","ONCOLOGY - SCIE","2.681","N/A",
"MOLECULAR GENETICS AND METABOLISM","MOL GENET METAB","1096-7192","1096-7206","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.678","N/A",
"JOURNAL OF VASCULAR AND INTERVENTIONAL RADIOLOGY","J VASC INTERV RADIOL","1051-0443","1535-7732","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","2.675","N/A",
"ANALYTICAL BIOCHEMISTRY","ANAL BIOCHEM","0003-2697","1096-0309","BIOCHEMICAL RESEARCH METHODS - SCIE","2.67","N/A",
"ANALYTICAL BIOCHEMISTRY","ANAL BIOCHEM","0003-2697","1096-0309","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.67","N/A",
"ANALYTICAL BIOCHEMISTRY","ANAL BIOCHEM","0003-2697","1096-0309","CHEMISTRY, ANALYTICAL - SCIE","2.67","N/A",
"PROTEIN ENGINEERING DESIGN & SELECTION","PROTEIN ENG DES SEL","1741-0126","1741-0134","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.664","N/A",
"SENSORS AND ACTUATORS B-CHEMICAL","SENSOR ACTUAT B-CHEM","0925-4005","0925-4005","CHEMISTRY, ANALYTICAL - SCIE","2.646","N/A",
"BONE MARROW TRANSPLANTATION","BONE MARROW TRANSPL","0268-3369","1476-5365","ONCOLOGY - SCIE","2.643","N/A",
"MOLECULAR GENETICS AND GENOMICS","MOL GENET GENOMICS","1617-4615","1617-4623","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.632","N/A",
"FRONTIERS IN BIOSCIENCE","FRONT BIOSCI","1093-9946","N/A","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.623","N/A",
"ADVANCES IN CARBOHYDRATE CHEMISTRY AND BIOCHEMISTRY","ADV CARBOHYD CHEM BI","0065-2318","2162-5530","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.6","N/A",
"BIOLOGICAL CHEMISTRY","BIOL CHEM","1431-6730","1437-4315","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.577","N/A",
"NEW JOURNAL OF CHEMISTRY","NEW J CHEM","1144-0546","1369-9261","CHEMISTRY, MULTIDISCIPLINARY - SCIE","2.574","N/A",
"JOURNAL OF IMMUNOLOGICAL METHODS","J IMMUNOL METHODS","0022-1759","1872-7905","BIOCHEMICAL RESEARCH METHODS - SCIE","2.572","N/A",
"JOURNAL OF MOLECULAR NEUROSCIENCE","J MOL NEUROSCI","0895-8696","1559-1166","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.555","N/A",
"TOPICS IN CATALYSIS","TOP CATAL","1022-5528","1572-9028","CHEMISTRY, APPLIED - SCIE","2.547","N/A",
"TOPICS IN CATALYSIS","TOP CATAL","1022-5528","1572-9028","CHEMISTRY, PHYSICAL - SCIE","2.547","N/A",
"BIOPOLYMERS","BIOPOLYMERS","0006-3525","1097-0282","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.545","N/A",
"TRANSGENIC RESEARCH","TRANSGENIC RES","0962-8819","1573-9368","BIOCHEMICAL RESEARCH METHODS - SCIE","2.543","N/A",
"TRANSGENIC RESEARCH","TRANSGENIC RES","0962-8819","1573-9368","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.543","N/A",
"AMERICAN JOURNAL OF NEURORADIOLOGY","AM J NEURORADIOL","0195-6108","1936-959X","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","2.525","N/A",
"PHYSICAL CHEMISTRY CHEMICAL PHYSICS","PHYS CHEM CHEM PHYS","1463-9076","1463-9084","CHEMISTRY, PHYSICAL - SCIE","2.519","N/A",
"COMBINATORIAL CHEMISTRY & HIGH THROUGHPUT SCREENING","COMB CHEM HIGH T SCR","1386-2073","1875-5402","BIOCHEMICAL RESEARCH METHODS - SCIE","2.518","N/A",
"COMBINATORIAL CHEMISTRY & HIGH THROUGHPUT SCREENING","COMB CHEM HIGH T SCR","1386-2073","1875-5402","CHEMISTRY, APPLIED - SCIE","2.518","N/A",
"EUROPEAN JOURNAL OF INORGANIC CHEMISTRY","EUR J INORG CHEM","1434-1948","1099-0682","CHEMISTRY, INORGANIC & NUCLEAR - SCIE","2.514","N/A",
"JOURNAL OF AGRICULTURAL AND FOOD CHEMISTRY","J AGR FOOD CHEM","0021-8561","1520-5118","CHEMISTRY, APPLIED - SCIE","2.507","N/A",
"BIOCHIMICA ET BIOPHYSICA ACTA-GENE STRUCTURE AND EXPRESSION","BBA-GENE STRUCT EXPR","0167-4781","N/A","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.506","N/A",
"CANCER JOURNAL","CANCER J","1528-9117","1540-336X","ONCOLOGY - SCIE","2.505","N/A",
"EUROPEAN PHYSICAL JOURNAL E","EUR PHYS J E","1292-8941","1292-895X","CHEMISTRY, PHYSICAL - SCIE","2.503","N/A",
"JOURNAL OF CANCER RESEARCH AND CLINICAL ONCOLOGY","J CANCER RES CLIN","0171-5216","1432-1335","ONCOLOGY - SCIE","2.503","N/A",
"BIOORGANIC & MEDICINAL CHEMISTRY LETTERS","BIOORG MED CHEM LETT","0960-894X","1464-3405","CHEMISTRY, MEDICINAL - SCIE","2.478","N/A",
"CHRONOBIOLOGY INTERNATIONAL","CHRONOBIOL INT","0742-0528","1525-6073","BIOLOGY - SCIE","2.472","N/A",
"JOURNAL OF MAGNETIC RESONANCE IMAGING","J MAGN RESON IMAGING","1053-1807","1522-2586","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","2.47","N/A",
"NMR IN BIOMEDICINE","NMR BIOMED","0952-3480","1099-1492","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","2.469","N/A",
"BIOCHIMIE","BIOCHIMIE","0300-9084","1638-6183","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.461","N/A",
"JOURNAL OF NUTRITIONAL BIOCHEMISTRY","J NUTR BIOCHEM","0955-2863","1873-4847","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.459","N/A",
"JOURNAL OF CHEMICAL NEUROANATOMY","J CHEM NEUROANAT","0891-0618","1873-6300","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.453","N/A",
"JOURNAL OF COMPUTATIONAL BIOLOGY","J COMPUT BIOL","1066-5277","1557-8666","BIOCHEMICAL RESEARCH METHODS - SCIE","2.446","N/A",
"CHEMICAL PHYSICS LETTERS","CHEM PHYS LETT","0009-2614","1873-4448","CHEMISTRY, PHYSICAL - SCIE","2.438","N/A",
"EUROPEAN RADIOLOGY","EUR RADIOL","0938-7994","1432-1084","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","2.437","N/A",
"ULTRASOUND IN OBSTETRICS & GYNECOLOGY","ULTRASOUND OBST GYN","0960-7692","1469-0705","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","2.43","N/A",
"TETRAHEDRON-ASYMMETRY","TETRAHEDRON-ASYMMETR","0957-4166","N/A","CHEMISTRY, INORGANIC & NUCLEAR - SCIE","2.429","N/A",
"TETRAHEDRON-ASYMMETRY","TETRAHEDRON-ASYMMETR","0957-4166","N/A","CHEMISTRY, PHYSICAL - SCIE","2.429","N/A",
"NUTRITION AND CANCER-AN INTERNATIONAL JOURNAL","NUTR CANCER","0163-5581","1532-7914","ONCOLOGY - SCIE","2.426","N/A",
"JOURNAL OF INORGANIC BIOCHEMISTRY","J INORG BIOCHEM","0162-0134","1873-3344","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.423","N/A",
"JOURNAL OF INORGANIC BIOCHEMISTRY","J INORG BIOCHEM","0162-0134","1873-3344","CHEMISTRY, INORGANIC & NUCLEAR - SCIE","2.423","N/A",
"BIOCHIMICA ET BIOPHYSICA ACTA-GENERAL SUBJECTS","BBA-GEN SUBJECTS","0304-4165","1872-8006","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","2.418","N/A",
"JOURNAL OF MAGNETIC RESONANCE","J MAGN RESON","1090-7807","1096-0856","BIOCHEMICAL RESEARCH METHODS - SCIE","2.418","N/A",
"INVESTIGATIONAL NEW DRUGS","INVEST NEW DRUG","0167-6997","1573-0646","ONCOLOGY - SCIE","2.417","N/A",
